GEO_TTL,GEOID,EMP,ZIP,index_gaz,rho
"Scituate, MA",8600000US02066,2327,02066,12528.0,53.86245787380598
"Sharon, MA",8600000US02067,3450,02067,12529.0,58.572223116368235
"Sheldonville, MA",8600000US02070,81,02070,,
"South Walpole, MA",8600000US02071,437,02071,12530.0,112.07964682343967
"Stoughton, MA",8600000US02072,13603,02072,12531.0,327.43963651624733
"Walpole, MA",8600000US02081,6569,02081,12532.0,150.0094004216294
"Westwood, MA",8600000US02090,11371,02090,12533.0,408.05597447093305
"Wrentham, MA",8600000US02093,2824,02093,12534.0,49.12178886526285
"Boston, MA",8600000US02101,437,02101,,
"Boston, MA",8600000US02102,0,02102,,
"Boston, MA",8600000US02103,0,02103,,
"Boston, MA",8600000US02104,0,02104,,
"Boston, MA",8600000US02105,0,02105,,
"Boston, MA",8600000US02106,0,02106,,
"Boston, MA",8600000US02107,0,02107,,
"Boston, MA",8600000US02108,29050,02108,12535.0,39363.783692959776
"Boston, MA",8600000US02109,49235,02109,12536.0,109338.21896513435
"Boston, MA",8600000US02110,63792,02110,12537.0,143210.24238791494
"Boston, MA",8600000US02111,26866,02111,12538.0,35295.75599604818
"Boston, MA",8600000US02112,40,02112,,
"Boston, MA",8600000US02113,1474,02113,12539.0,5460.654759920128
"Boston, MA",8600000US02114,26818,02114,12540.0,25350.797257901682
"Boston, MA",8600000US02115,39404,02115,12541.0,19433.45875025954
"Boston, MA",8600000US02116,49700,02116,12542.0,29167.385581100003
"Boston, MA",8600000US02117,7384,02117,,
"Boston, MA",8600000US02118,16462,02118,12543.0,5971.18654027377
"Boston, MA",8600000US02119,7396,02119,12544.0,1776.4199229961835
"Boston, MA",8600000US02120,2374,02120,12545.0,1553.8052520450146
"Boston, MA",8600000US02121,1659,02121,12546.0,500.34245862674544
