[A]행정구역별(시군구),행정구역별(시군구),[V]직업별,시점,취업인구-현거주지,취업인구-근무지
31170,의왕시,3,2015년,15498,9351
31170,의왕시,4,2015년,7185,5601
31170,의왕시,5,2015년,9752,5109
31170,의왕시,6,2015년,490,523
31170,의왕시,7,2015년,5329,3988
31170,의왕시,8,2015년,7520,6535
31170,의왕시,9,2015년,6284,5312
31170,의왕시,10,2015년,80,10
31180,하남시,0,2015년,75063,71787
31180,하남시,1,2015년,705,1162
31180,하남시,2,2015년,14496,11153
31180,하남시,3,2015년,14542,13057
31180,하남시,4,2015년,7993,6038
31180,하남시,5,2015년,11714,11737
31180,하남시,6,2015년,912,905
31180,하남시,7,2015년,8293,10346
31180,하남시,8,2015년,7186,7249
31180,하남시,9,2015년,8981,9931
31180,하남시,10,2015년,241,209
31190,용인시,0,2015년,430075,339290
31190,용인시,1,2015년,9112,5346
31190,용인시,2,2015년,134436,93668
31190,용인시,3,2015년,90880,60987
31190,용인시,4,2015년,40801,36714
31190,용인시,5,2015년,51185,35479
31190,용인시,6,2015년,5202,5076
31190,용인시,7,2015년,24954,24454
31190,용인시,8,2015년,36494,38696
31190,용인시,9,2015년,35376,37401
31190,용인시,10,2015년,1635,1469
31191,처인구,0,2015년,107810,117527
31191,처인구,1,2015년,748,978
31191,처인구,2,2015년,17878,20033
31191,처인구,3,2015년,18391,21600
31191,처인구,4,2015년,12276,12917
31191,처인구,5,2015년,10522,10295
31191,처인구,6,2015년,4324,4503
31191,처인구,7,2015년,10087,10531
31191,처인구,8,2015년,17546,19724
31191,처인구,9,2015년,14746,15601
31191,처인구,10,2015년,1292,1345
31192,기흥구,0,2015년,181869,147008
31192,기흥구,1,2015년,4130,2717
31192,기흥구,2,2015년,63129,49279
31192,기흥구,3,2015년,39403,26681
31192,기흥구,4,2015년,17319,14685
31192,기흥구,5,2015년,21683,14697
31192,기흥구,6,2015년,574,408
31192,기흥구,7,2015년,8785,9361
31192,기흥구,8,2015년,13000,15011
31192,기흥구,9,2015년,13614,14084
31192,기흥구,10,2015년,232,85
31193,수지구,0,2015년,140396,74479
31193,수지구,1,2015년,4234,1644
31193,수지구,2,2015년,53429,24292
31193,수지구,3,2015년,33086,12653
31193,수지구,4,2015년,11206,9096
31193,수지구,5,2015년,18980,10457
31193,수지구,6,2015년,304,165
31193,수지구,7,2015년,6082,4524
31193,수지구,8,2015년,5948,3914
31193,수지구,9,2015년,7016,7695
31193,수지구,10,2015년,111,39
31200,파주시,0,2015년,195970,193481
31200,파주시,1,2015년,2014,2317
31200,파주시,2,2015년,37236,34905
31200,파주시,3,2015년,34583,31808
31200,파주시,4,2015년,19181,16601
31200,파주시,5,2015년,21614,17234
31200,파주시,6,2015년,5612,5711
31200,파주시,7,2015년,17952,20206
31200,파주시,8,2015년,33088,40041
31200,파주시,9,2015년,20888,20793
31200,파주시,10,2015년,3802,3865
31210,이천시,0,2015년,104962,122316
31210,이천시,1,2015년,885,1193
31210,이천시,2,2015년,17897,25286
31210,이천시,3,2015년,14888,18276
31210,이천시,4,2015년,10005,10568
31210,이천시,5,2015년,8883,9823
31210,이천시,6,2015년,8808,8903
31210,이천시,7,2015년,9365,10755
31210,이천시,8,2015년,18352,20064
31210,이천시,9,2015년,14888,16294
31210,이천시,10,2015년,991,1154
31220,안성시,0,2015년,93012,103519
31220,안성시,1,2015년,767,1025
31220,안성시,2,2015년,12776,14453
31220,안성시,3,2015년,15421,18475
31220,안성시,4,2015년,8769,9425
31220,안성시,5,2015년,7938,8306
31220,안성시,6,2015년,9721,9786
31220,안성시,7,2015년,7863,8697
31220,안성시,8,2015년,18293,20799
31220,안성시,9,2015년,11366,12503
31220,안성시,10,2015년,98,50
31230,김포시,0,2015년,160320,157159
31230,김포시,1,2015년,1913,1941
31230,김포시,2,2015년,33586,24692
31230,김포시,3,2015년,32994,28223
31230,김포시,4,2015년,15100,12799
31230,김포시,5,2015년,19298,15597
31230,김포시,6,2015년,5493,5612
31230,김포시,7,2015년,13938,19145
31230,김포시,8,2015년,21257,29990
31230,김포시,9,2015년,15436,17858
31230,김포시,10,2015년,1305,1302
31240,화성시,0,2015년,286538,388624
31240,화성시,1,2015년,3634,5483
31240,화성시,2,2015년,63179,81514
31240,화성시,3,2015년,52278,67369
31240,화성시,4,2015년,23206,25763
31240,화성시,5,2015년,26859,29482
31240,화성시,6,2015년,12781,13087
31240,화성시,7,2015년,25162,41290
31240,화성시,8,2015년,52726,89105
31240,화성시,9,2015년,26027,34720
31240,화성시,10,2015년,686,811
31250,광주시,0,2015년,151191,135806
31250,광주시,1,2015년,1317,1476
31250,광주시,2,2015년,28375,19477
31250,광주시,3,2015년,28972,25320
31250,광주시,4,2015년,15514,11578
31250,광주시,5,2015년,19709,15225
31250,광주시,6,2015년,2506,2528
31250,광주시,7,2015년,16057,18994
31250,광주시,8,2015년,21853,24119
31250,광주시,9,2015년,16667,16894
31250,광주시,10,2015년,221,195
31260,양주시,0,2015년,93971,89820
31260,양주시,1,2015년,953,992
31260,양주시,2,2015년,13767,11628
31260,양주시,3,2015년,15045,14021
31260,양주시,4,2015년,9723,8295
31260,양주시,5,2015년,9997,8030
31260,양주시,6,2015년,3597,3650
31260,양주시,7,2015년,9919,9291
31260,양주시,8,2015년,16363,19090
31260,양주시,9,2015년,11351,11475
31260,양주시,10,2015년,3256,3348
31270,포천시,0,2015년,75887,102875
31270,포천시,1,2015년,345,842
31270,포천시,2,2015년,8116,10800
31270,포천시,3,2015년,9013,14793
31270,포천시,4,2015년,8701,10444
31270,포천시,5,2015년,6641,8906
31270,포천시,6,2015년,7080,7470
31270,포천시,7,2015년,8029,12051
31270,포천시,8,2015년,14337,21160
31270,포천시,9,2015년,10444,13065
31270,포천시,10,2015년,3181,3344
31280,여주시,0,2015년,52880,54709
31280,여주시,1,2015년,286,434
31280,여주시,2,2015년,6494,6859
31280,여주시,3,2015년,7731,7798
31280,여주시,4,2015년,6973,7398
31280,여주시,5,2015년,4591,4741
31280,여주시,6,2015년,7562,7842
31280,여주시,7,2015년,3950,4336
31280,여주시,8,2015년,7644,7436
31280,여주시,9,2015년,7315,7595
31280,여주시,10,2015년,334,270
31350,연천군,0,2015년,21895,24315
31350,연천군,1,2015년,127,223
31350,연천군,2,2015년,1990,2319
31350,연천군,3,2015년,2248,2696
31350,연천군,4,2015년,2261,2437
31350,연천군,5,2015년,1638,1632
31350,연천군,6,2015년,5206,5284
31350,연천군,7,2015년,1611,1890
31350,연천군,8,2015년,1645,1954
31350,연천군,9,2015년,3451,3554
31350,연천군,10,2015년,1718,2326
31370,가평군,0,2015년,28118,31082
31370,가평군,1,2015년,145,225
31370,가평군,2,2015년,3485,4325
31370,가평군,3,2015년,2995,3291
31370,가평군,4,2015년,5318,5749
31370,가평군,5,2015년,2553,2450
31370,가평군,6,2015년,3965,4011
31370,가평군,7,2015년,1868,2412
31370,가평군,8,2015년,1902,2200
31370,가평군,9,2015년,4729,4993
31370,가평군,10,2015년,1158,1426
31380,양평군,0,2015년,44933,41428
31380,양평군,1,2015년,671,469
31380,양평군,2,2015년,8811,7480
31380,양평군,3,2015년,6090,4920
31380,양평군,4,2015년,6462,6283
31380,양평군,5,2015년,3715,3142
31380,양평군,6,2015년,5810,6055
31380,양평군,7,2015년,3332,3310
31380,양평군,8,2015년,2768,2472
31380,양평군,9,2015년,6184,6156
31380,양평군,10,2015년,1090,1141
32,강원도,0,2015년,712012,720382
32,강원도,1,2015년,7679,7903
32,강원도,2,2015년,112222,115058
32,강원도,3,2015년,98607,99995
32,강원도,4,2015년,104052,104910
32,강원도,5,2015년,70499,70632
32,강원도,6,2015년,77443,77706
32,강원도,7,2015년,57448,58478
32,강원도,8,2015년,61002,61292
32,강원도,9,2015년,101892,102737
32,강원도,10,2015년,21168,21671
32003,동부,0,2015년,406173,353148
32003,동부,1,2015년,5672,4551
32003,동부,2,2015년,80328,72532
32003,동부,3,2015년,66524,56054
32003,동부,4,2015년,62681,55182
32003,동부,5,2015년,48679,46522
32003,동부,6,2015년,10171,8041
32003,동부,7,2015년,36871,32115
32003,동부,8,2015년,37076,28845
32003,동부,9,2015년,51205,45166
32003,동부,10,2015년,6966,4140
32004,읍부,0,2015년,131001,151115
32004,읍부,1,2015년,805,1386
32004,읍부,2,2015년,15030,19397
32004,읍부,3,2015년,17444,21663
32004,읍부,4,2015년,18738,21251
32004,읍부,5,2015년,10955,11624
32004,읍부,6,2015년,16368,16674
32004,읍부,7,2015년,10580,13006
32004,읍부,8,2015년,13265,16515
32004,읍부,9,2015년,20510,22272
32004,읍부,10,2015년,7306,7327
32005,면부,0,2015년,174838,198721
32005,면부,1,2015년,1202,1597
32005,면부,2,2015년,16864,21167
32005,면부,3,2015년,14639,19042
32005,면부,4,2015년,22633,25499
32005,면부,5,2015년,10865,10748
32005,면부,6,2015년,50904,52220
32005,면부,7,2015년,9997,12007
32005,면부,8,2015년,10661,14014
32005,면부,9,2015년,30177,32395
32005,면부,10,2015년,6896,10032
32010,춘천시,0,2015년,123172,116878
32010,춘천시,1,2015년,1978,1754
32010,춘천시,2,2015년,27213,25810
32010,춘천시,3,2015년,21153,19444
32010,춘천시,4,2015년,19385,18892
32010,춘천시,5,2015년,13822,13664
32010,춘천시,6,2015년,6362,6191
32010,춘천시,7,2015년,8871,8100
32010,춘천시,8,2015년,8171,7716
32010,춘천시,9,2015년,14311,13986
32010,춘천시,10,2015년,1906,1321
32020,원주시,0,2015년,151630,146087
32020,원주시,1,2015년,2202,1965
32020,원주시,2,2015년,29925,28892
32020,원주시,3,2015년,24632,23594
32020,원주시,4,2015년,19306,18214
32020,원주시,5,2015년,17643,17372
32020,원주시,6,2015년,7603,7305
32020,원주시,7,2015년,13204,12838
32020,원주시,8,2015년,17025,16019
32020,원주시,9,2015년,18254,17986
32020,원주시,10,2015년,1836,1902
32030,강릉시,0,2015년,96697,94578
32030,강릉시,1,2015년,956,895
32030,강릉시,2,2015년,16669,16516
32030,강릉시,3,2015년,14267,13635
32030,강릉시,4,2015년,14944,14568
32030,강릉시,5,2015년,10954,10862
32030,강릉시,6,2015년,7019,6900
32030,강릉시,7,2015년,8832,8737
32030,강릉시,8,2015년,9091,8865
32030,강릉시,9,2015년,13121,12835
32030,강릉시,10,2015년,844,765
32040,동해시,0,2015년,38996,37349
32040,동해시,1,2015년,344,341
32040,동해시,2,2015년,5882,5453
32040,동해시,3,2015년,4704,4659
32040,동해시,4,2015년,5809,5602
32040,동해시,5,2015년,4314,4185
32040,동해시,6,2015년,1435,1326
32040,동해시,7,2015년,4686,4454
32040,동해시,8,2015년,4929,4560
32040,동해시,9,2015년,5586,5463
32040,동해시,10,2015년,1307,1306
32050,태백시,0,2015년,20380,18072
32050,태백시,1,2015년,282,222
32050,태백시,2,2015년,2848,2914
32050,태백시,3,2015년,2784,2680
32050,태백시,4,2015년,3919,2745
32050,태백시,5,2015년,1986,1956
32050,태백시,6,2015년,527,518
32050,태백시,7,2015년,2664,2431
32050,태백시,8,2015년,2157,1840
32050,태백시,9,2015년,3157,2739
32050,태백시,10,2015년,56,27
32060,속초시,0,2015년,36850,33542
32060,속초시,1,2015년,362,309
32060,속초시,2,2015년,5554,5055
32060,속초시,3,2015년,5016,4371
32060,속초시,4,2015년,7234,6846
32060,속초시,5,2015년,5040,4975
32060,속초시,6,2015년,1123,1026
32060,속초시,7,2015년,2910,2834
32060,속초시,8,2015년,2403,2193
32060,속초시,9,2015년,5802,5602
32060,속초시,10,2015년,1406,331
32070,삼척시,0,2015년,30980,33334
32070,삼척시,1,2015년,280,371
32070,삼척시,2,2015년,3768,4514
32070,삼척시,3,2015년,3764,4039
32070,삼척시,4,2015년,4137,4182
32070,삼척시,5,2015년,2461,2545
32070,삼척시,6,2015년,4349,4440
32070,삼척시,7,2015년,3969,4621
32070,삼척시,8,2015년,2845,3067
32070,삼척시,9,2015년,5088,5178
32070,삼척시,10,2015년,319,377
32310,홍천군,0,2015년,35382,39583
32310,홍천군,1,2015년,231,363
32310,홍천군,2,2015년,3143,4161
32310,홍천군,3,2015년,3273,4247
32310,홍천군,4,2015년,4317,5011
32310,홍천군,5,2015년,2310,2419
32310,홍천군,6,2015년,9192,9320
32310,홍천군,7,2015년,1975,2280
32310,홍천군,8,2015년,2790,3019
32310,홍천군,9,2015년,6152,6582
32310,홍천군,10,2015년,1999,2181
32320,횡성군,0,2015년,23007,27552
32320,횡성군,1,2015년,144,263
32320,횡성군,2,2015년,1910,2835
32320,횡성군,3,2015년,2020,3079
32320,횡성군,4,2015년,2479,3237
32320,횡성군,5,2015년,1320,1515
32320,횡성군,6,2015년,7322,7486
32320,횡성군,7,2015년,1485,1855
32320,횡성군,8,2015년,2151,2850
32320,횡성군,9,2015년,3836,4212
32320,횡성군,10,2015년,340,220
32330,영월군,0,2015년,19258,20972
32330,영월군,1,2015년,129,184
32330,영월군,2,2015년,2034,2321
32330,영월군,3,2015년,2301,2720
32330,영월군,4,2015년,2425,2481
32330,영월군,5,2015년,1446,1435
32330,영월군,6,2015년,4588,4638
32330,영월군,7,2015년,1217,1478
32330,영월군,8,2015년,1524,2047
32330,영월군,9,2015년,3551,3594
32330,영월군,10,2015년,43,74
32340,평창군,0,2015년,22169,26275
32340,평창군,1,2015년,151,233
32340,평창군,2,2015년,2155,3008
32340,평창군,3,2015년,2766,3492
32340,평창군,4,2015년,3401,3985
32340,평창군,5,2015년,1585,1813
32340,평창군,6,2015년,5617,5817
32340,평창군,7,2015년,1326,1808
32340,평창군,8,2015년,1425,1798
32340,평창군,9,2015년,3714,4250
32340,평창군,10,2015년,29,71
32350,정선군,0,2015년,19734,23453
32350,정선군,1,2015년,122,264
32350,정선군,2,2015년,1937,2313
32350,정선군,3,2015년,2438,2928
32350,정선군,4,2015년,4042,5668
32350,정선군,5,2015년,1399,1481
32350,정선군,6,2015년,3707,3786
32350,정선군,7,2015년,1276,1413
32350,정선군,8,2015년,1506,1796
32350,정선군,9,2015년,3286,3783
32350,정선군,10,2015년,21,21
32360,철원군,0,2015년,23232,23781
32360,철원군,1,2015년,94,125
32360,철원군,2,2015년,2275,2514
32360,철원군,3,2015년,2409,2462
32360,철원군,4,2015년,3027,2972
32360,철원군,5,2015년,1401,1452
32360,철원군,6,2015년,5024,5096
32360,철원군,7,2015년,1247,1306
32360,철원군,8,2015년,1438,1468
32360,철원군,9,2015년,3255,3242
32360,철원군,10,2015년,3062,3144
32370,화천군,0,2015년,13520,15541
32370,화천군,1,2015년,71,121
32370,화천군,2,2015년,1203,1765
32370,화천군,3,2015년,1300,1579
32370,화천군,4,2015년,1623,1775
32370,화천군,5,2015년,672,746
32370,화천군,6,2015년,2409,2470
32370,화천군,7,2015년,593,736
32370,화천군,8,2015년,601,703
32370,화천군,9,2015년,2358,2438
32370,화천군,10,2015년,2690,3208
32380,양구군,0,2015년,11818,12686
32380,양구군,1,2015년,36,44
32380,양구군,2,2015년,1209,1562
32380,양구군,3,2015년,1190,1321
32380,양구군,4,2015년,1375,1427
32380,양구군,5,2015년,647,659
32380,양구군,6,2015년,2640,2664
32380,양구군,7,2015년,567,687
32380,양구군,8,2015년,616,652
32380,양구군,9,2015년,1833,1938
32380,양구군,10,2015년,1705,1732
32390,인제군,0,2015년,16787,18072
32390,인제군,1,2015년,107,171
32390,인제군,2,2015년,2008,2255
32390,인제군,3,2015년,1798,2056
32390,인제군,4,2015년,2113,2232
32390,인제군,5,2015년,1204,1230
32390,인제군,6,2015년,2788,2834
32390,인제군,7,2015년,903,1053
32390,인제군,8,2015년,785,836
32390,인제군,9,2015년,2405,2510
32390,인제군,10,2015년,2676,2895
32400,고성군,0,2015년,14613,17335
32400,고성군,1,2015년,102,143
32400,고성군,2,2015년,1201,1682
32400,고성군,3,2015년,1475,1951
32400,고성군,4,2015년,2144,2554
32400,고성군,5,2015년,1082,1134
32400,고성군,6,2015년,2800,2867
32400,고성군,7,2015년,917,937
32400,고성군,8,2015년,723,901
32400,고성군,9,2015년,3464,3617
32400,고성군,10,2015년,705,1549
32410,양양군,0,2015년,13787,15232
32410,양양군,1,2015년,88,135
32410,양양군,2,2015년,1288,1472
32410,양양군,3,2015년,1317,1735
32410,양양군,4,2015년,2372,2504
32410,양양군,5,2015년,1213,1186
32410,양양군,6,2015년,2938,3022
32410,양양군,7,2015년,806,903
32410,양양군,8,2015년,822,951
32410,양양군,9,2015년,2719,2777
32410,양양군,10,2015년,224,547
33,충청북도,0,2015년,752702,773472
33,충청북도,1,2015년,10045,10394
33,충청북도,2,2015년,127035,132486
33,충청북도,3,2015년,107562,112270
33,충청북도,4,2015년,78685,80017
33,충청북도,5,2015년,68230,69632
33,충청북도,6,2015년,78444,78943
33,충청북도,7,2015년,62309,64558
33,충청북도,8,2015년,126391,129379
33,충청북도,9,2015년,89789,91478
33,충청북도,10,2015년,4212,4315
33003,동부,0,2015년,434415,364391
33003,동부,1,2015년,7110,5490
33003,동부,2,2015년,89943,79968
33003,동부,3,2015년,69740,55106
33003,동부,4,2015년,50140,46162
33003,동부,5,2015년,48311,46360
33003,동부,6,2015년,9023,7075
33003,동부,7,2015년,39363,33037
33003,동부,8,2015년,73515,50655
33003,동부,9,2015년,45952,39994
33003,동부,10,2015년,1318,544
33004,읍부,0,2015년,148739,169365
33004,읍부,1,2015년,1926,2393
33004,읍부,2,2015년,22985,28309
33004,읍부,3,2015년,23615,27877
33004,읍부,4,2015년,14753,15817
33004,읍부,5,2015년,11816,12031
33004,읍부,6,2015년,13753,13658
33004,읍부,7,2015년,12029,13903
33004,읍부,8,2015년,28777,34112
33004,읍부,9,2015년,17410,19226
33004,읍부,10,2015년,1675,2039
33005,면부,0,2015년,169548,221680
33005,면부,1,2015년,1009,2229
33005,면부,2,2015년,14107,21862
33005,면부,3,2015년,14207,26276
33005,면부,4,2015년,13792,15681
33005,면부,5,2015년,8103,9410
33005,면부,6,2015년,55668,57323
33005,면부,7,2015년,10917,16067
33005,면부,8,2015년,24099,41639
33005,면부,9,2015년,26427,29559
33005,면부,10,2015년,1219,1634
33020,충주시,0,2015년,98344,97760
33020,충주시,1,2015년,1428,1358
33020,충주시,2,2015년,15207,15390
33020,충주시,3,2015년,12941,12844
33020,충주시,4,2015년,11270,11653
33020,충주시,5,2015년,9720,9849
33020,충주시,6,2015년,11391,11331
33020,충주시,7,2015년,8868,8657
33020,충주시,8,2015년,13604,12934
33020,충주시,9,2015년,12828,12642
33020,충주시,10,2015년,1087,1102
33030,제천시,0,2015년,63943,61829
33030,제천시,1,2015년,766,778
33030,제천시,2,2015년,8895,9228
33030,제천시,3,2015년,7923,7649
33030,제천시,4,2015년,7828,7632
33030,제천시,5,2015년,6436,6471
33030,제천시,6,2015년,7834,7759
33030,제천시,7,2015년,6436,5940
33030,제천시,8,2015년,9184,7783
33030,제천시,9,2015년,8591,8532
33030,제천시,10,2015년,50,57
33040,청주시,0,2015년,386136,364472
33040,청주시,1,2015년,6227,5483
33040,청주시,2,2015년,82559,78893
33040,청주시,3,2015년,63184,57437
33040,청주시,4,2015년,40598,39967
33040,청주시,5,2015년,39346,39040
33040,청주시,6,2015년,13516,13223
33040,청주시,7,2015년,31535,30231
33040,청주시,8,2015년,68258,60412
33040,청주시,9,2015년,39001,38033
33040,청주시,10,2015년,1912,1753
33041,상당구,0,2015년,77956,65664
33041,상당구,1,2015년,956,869
33041,상당구,2,2015년,15734,14163
33041,상당구,3,2015년,12679,10155
33041,상당구,4,2015년,8834,8286
33041,상당구,5,2015년,9453,8889
33041,상당구,6,2015년,4162,3944
33041,상당구,7,2015년,6572,5439
33041,상당구,8,2015년,10990,6110
33041,상당구,9,2015년,8107,7333
33041,상당구,10,2015년,469,476
33042,서원구,0,2015년,97750,81488
33042,서원구,1,2015년,2138,1423
33042,서원구,2,2015년,23401,19628
33042,서원구,3,2015년,15518,12792
33042,서원구,4,2015년,10815,10295
33042,서원구,5,2015년,10278,9724
33042,서원구,6,2015년,2091,2066
33042,서원구,7,2015년,7904,6946
33042,서원구,8,2015년,15141,9342
33042,서원구,9,2015년,10208,9155
33042,서원구,10,2015년,256,117
33043,흥덕구,0,2015년,123913,127053
33043,흥덕구,1,2015년,1774,1802
33043,흥덕구,2,2015년,26940,28227
33043,흥덕구,3,2015년,19576,19730
33043,흥덕구,4,2015년,12369,12148
33043,흥덕구,5,2015년,11653,12095
33043,흥덕구,6,2015년,3905,3714
33043,흥덕구,7,2015년,10134,10392
33043,흥덕구,8,2015년,25128,26616
33043,흥덕구,9,2015년,12220,12240
33043,흥덕구,10,2015년,214,89
33044,청원구,0,2015년,86517,90218
33044,청원구,1,2015년,1359,1389
33044,청원구,2,2015년,16484,16875
33044,청원구,3,2015년,15411,14756
33044,청원구,4,2015년,8580,9238
33044,청원구,5,2015년,7962,8323
33044,청원구,6,2015년,3358,3499
33044,청원구,7,2015년,6925,7454
33044,청원구,8,2015년,16999,18331
33044,청원구,9,2015년,8466,9282
33044,청원구,10,2015년,973,1071
33320,보은군,0,2015년,17590,20241
33320,보은군,1,2015년,118,221
33320,보은군,2,2015년,1410,2065
33320,보은군,3,2015년,1377,2198
33320,보은군,4,2015년,1664,1781
33320,보은군,5,2015년,1009,1026
33320,보은군,6,2015년,6407,6578
33320,보은군,7,2015년,1122,1252
33320,보은군,8,2015년,1919,2408
33320,보은군,9,2015년,2547,2690
33320,보은군,10,2015년,17,22
33330,옥천군,0,2015년,23926,27229
33330,옥천군,1,2015년,174,241
33330,옥천군,2,2015년,2421,3097
33330,옥천군,3,2015년,2786,3505
33330,옥천군,4,2015년,2445,2450
33330,옥천군,5,2015년,1595,1633
33330,옥천군,6,2015년,5964,6113
33330,옥천군,7,2015년,1739,2119
33330,옥천군,8,2015년,3330,4088
33330,옥천군,9,2015년,3451,3951
33330,옥천군,10,2015년,21,32
33340,영동군,0,2015년,24884,26939
33340,영동군,1,2015년,85,194
33340,영동군,2,2015년,2166,2810
33340,영동군,3,2015년,2400,2862
33340,영동군,4,2015년,2172,2342
33340,영동군,5,2015년,1286,1368
33340,영동군,6,2015년,9138,9313
33340,영동군,7,2015년,1332,1567
33340,영동군,8,2015년,1943,2145
33340,영동군,9,2015년,4114,4099
33340,영동군,10,2015년,248,239
33350,진천군,0,2015년,34316,47420
33350,진천군,1,2015년,320,637
33350,진천군,2,2015년,3461,5952
33350,진천군,3,2015년,4160,7412
33350,진천군,4,2015년,2942,3351
33350,진천군,5,2015년,2219,2664
33350,진천군,6,2015년,4184,4303
33350,진천군,7,2015년,3124,4114
33350,진천군,8,2015년,9943,14335
33350,진천군,9,2015년,3953,4641
33350,진천군,10,2015년,10,11
33360,괴산군,0,2015년,18986,22357
33360,괴산군,1,2015년,177,296
33360,괴산군,2,2015년,1407,2158
33360,괴산군,3,2015년,1821,2702
33360,괴산군,4,2015년,1806,2031
33360,괴산군,5,2015년,913,1064
33360,괴산군,6,2015년,6933,7087
33360,괴산군,7,2015년,1015,1251
33360,괴산군,8,2015년,1756,2361
33360,괴산군,9,2015년,3106,3312
33360,괴산군,10,2015년,52,95
33370,음성군,0,2015년,51190,70236
33370,음성군,1,2015년,493,907
33370,음성군,2,2015년,5441,8815
33370,음성군,3,2015년,6845,11398
33370,음성군,4,2015년,4312,5019
33370,음성군,5,2015년,3067,4080
33370,음성군,6,2015년,7443,7563
33370,음성군,7,2015년,4450,6543
33370,음성군,8,2015년,11680,17200
33370,음성군,9,2015년,7240,8453
33370,음성군,10,2015년,219,258
33380,단양군,0,2015년,15470,18144
33380,단양군,1,2015년,136,186
33380,단양군,2,2015년,1682,1920
33380,단양군,3,2015년,1609,2031
33380,단양군,4,2015년,1797,1996
33380,단양군,5,2015년,1066,1097
33380,단양군,6,2015년,3945,4071
33380,단양군,7,2015년,1039,1410
33380,단양군,8,2015년,1452,2514
33380,단양군,9,2015년,2722,2895
33380,단양군,10,2015년,22,24
33390,증평군,0,2015년,17917,16827
33390,증평군,1,2015년,121,93
33390,증평군,2,2015년,2386,2155
33390,증평군,3,2015년,2516,2225
33390,증평군,4,2015년,1851,1795
33390,증평군,5,2015년,1573,1340
33390,증평군,6,2015년,1689,1602
33390,증평군,7,2015년,1649,1474
33390,증평군,8,2015년,3322,3191
33390,증평군,9,2015년,2236,2230
33390,증평군,10,2015년,574,722
34,충청남도,0,2015년,1045806,1118506
34,충청남도,1,2015년,7129,9150
34,충청남도,2,2015년,151880,170118
34,충청남도,3,2015년,140114,155251
34,충청남도,4,2015년,101230,106386
34,충청남도,5,2015년,86611,91172
34,충청남도,6,2015년,160756,161453
34,충청남도,7,2015년,85503,93229
34,충청남도,8,2015년,178590,192320
34,충청남도,9,2015년,128392,133126
34,충청남도,10,2015년,5601,6301
34003,동부,0,2015년,442216,371495
34003,동부,1,2015년,4469,3842
34003,동부,2,2015년,86137,78897
34003,동부,3,2015년,77845,60380
34003,동부,4,2015년,49004,48127
34003,동부,5,2015년,47254,47519
34003,동부,6,2015년,9951,8016
34003,동부,7,2015년,39124,32885
34003,동부,8,2015년,83264,51415
34003,동부,9,2015년,44120,39914
34003,동부,10,2015년,1048,500
34004,읍부,0,2015년,240316,260527
34004,읍부,1,2015년,1467,2050
34004,읍부,2,2015년,33514,39767
34004,읍부,3,2015년,33010,38281
34004,읍부,4,2015년,24514,25632
34004,읍부,5,2015년,21410,21649
34004,읍부,6,2015년,29326,28078
34004,읍부,7,2015년,22955,24982
34004,읍부,8,2015년,44321,49810
34004,읍부,9,2015년,29001,29330
34004,읍부,10,2015년,798,948
34005,면부,0,2015년,363274,457961
34005,면부,1,2015년,1193,2793
34005,면부,2,2015년,32229,48519
34005,면부,3,2015년,29259,50976
34005,면부,4,2015년,27712,29262
34005,면부,5,2015년,17947,18894
34005,면부,6,2015년,121479,124102
34005,면부,7,2015년,23424,32623
34005,면부,8,2015년,51005,85882
34005,면부,9,2015년,55271,60212
34005,면부,10,2015년,3755,4698
34010,천안시,0,2015년,302996,297993
34010,천안시,1,2015년,3031,3137
34010,천안시,2,2015년,57537,57756
34010,천안시,3,2015년,51422,50318
34010,천안시,4,2015년,31130,32319
34010,천안시,5,2015년,30746,32537
34010,천안시,6,2015년,9640,9565
34010,천안시,7,2015년,25642,25485
34010,천안시,8,2015년,62746,55520
34010,천안시,9,2015년,30893,31104
34010,천안시,10,2015년,209,252
34011,동남구,0,2015년,130446,120300
34011,동남구,1,2015년,1144,1143
34011,동남구,2,2015년,22801,23503
34011,동남구,3,2015년,20949,19190
34011,동남구,4,2015년,15268,14896
34011,동남구,5,2015년,14491,14099
34011,동남구,6,2015년,5080,4958
34011,동남구,7,2015년,11715,10837
34011,동남구,8,2015년,23415,17386
34011,동남구,9,2015년,15505,14205
34011,동남구,10,2015년,78,83
34012,서북구,0,2015년,172550,177611
34012,서북구,1,2015년,1887,1994
34012,서북구,2,2015년,34736,34238
34012,서북구,3,2015년,30473,31114
34012,서북구,4,2015년,15862,17418
34012,서북구,5,2015년,16255,18438
34012,서북구,6,2015년,4560,4607
34012,서북구,7,2015년,13927,14646
34012,서북구,8,2015년,39331,38103
34012,서북구,9,2015년,15388,16884
34012,서북구,10,2015년,131,169
34020,공주시,0,2015년,54043,58413
34020,공주시,1,2015년,293,443
34020,공주시,2,2015년,7891,9589
34020,공주시,3,2015년,6290,7414
34020,공주시,4,2015년,6273,6679
34020,공주시,5,2015년,4335,4601
34020,공주시,6,2015년,11136,11234
34020,공주시,7,2015년,3477,3758
34020,공주시,8,2015년,6595,6867
34020,공주시,9,2015년,7720,7743
34020,공주시,10,2015년,33,85
34030,보령시,0,2015년,51243,52779
34030,보령시,1,2015년,340,345
34030,보령시,2,2015년,5965,6332
34030,보령시,3,2015년,5576,5839
34030,보령시,4,2015년,5976,6123
34030,보령시,5,2015년,4650,4653
34030,보령시,6,2015년,10601,10786
