[A]행정구역별(시군구),행정구역별(시군구),[V]직업별,시점,취업인구-현거주지,취업인구-근무지
34030,보령시,7,2015년,4506,4706
34030,보령시,8,2015년,6239,6512
34030,보령시,9,2015년,7322,7396
34030,보령시,10,2015년,68,87
34040,아산시,0,2015년,150415,179765
34040,아산시,1,2015년,988,1603
34040,아산시,2,2015년,25172,31703
34040,아산시,3,2015년,22636,28363
34040,아산시,4,2015년,12849,13995
34040,아산시,5,2015년,11558,11810
34040,아산시,6,2015년,9752,9785
34040,아산시,7,2015년,13584,15928
34040,아산시,8,2015년,39121,49805
34040,아산시,9,2015년,14693,16712
34040,아산시,10,2015년,62,61
34050,서산시,0,2015년,85238,87970
34050,서산시,1,2015년,483,631
34050,서산시,2,2015년,12236,12662
34050,서산시,3,2015년,10431,10898
34050,서산시,4,2015년,7643,7612
34050,서산시,5,2015년,6094,6365
34050,서산시,6,2015년,14641,14655
34050,서산시,7,2015년,7727,8125
34050,서산시,8,2015년,14619,15237
34050,서산시,9,2015년,10422,10720
34050,서산시,10,2015년,942,1065
34060,논산시,0,2015년,59685,66165
34060,논산시,1,2015년,235,450
34060,논산시,2,2015년,6519,8817
34060,논산시,3,2015년,6110,7519
34060,논산시,4,2015년,5744,6198
34060,논산시,5,2015년,5248,5707
34060,논산시,6,2015년,14392,14445
34060,논산시,7,2015년,4193,4776
34060,논산시,8,2015년,6780,7500
34060,논산시,9,2015년,9217,9419
34060,논산시,10,2015년,1247,1334
34070,계룡시,0,2015년,16876,15373
34070,계룡시,1,2015년,179,150
34070,계룡시,2,2015년,3546,2626
34070,계룡시,3,2015년,3451,3426
34070,계룡시,4,2015년,1663,1406
34070,계룡시,5,2015년,1681,1213
34070,계룡시,6,2015년,355,283
34070,계룡시,7,2015년,896,709
34070,계룡시,8,2015년,963,951
34070,계룡시,9,2015년,1399,1503
34070,계룡시,10,2015년,2743,3106
34080,당진시,0,2015년,84635,96227
34080,당진시,1,2015년,557,846
34080,당진시,2,2015년,9137,11227
34080,당진시,3,2015년,10351,12391
34080,당진시,4,2015년,7222,7723
34080,당진시,5,2015년,5675,6093
34080,당진시,6,2015년,14549,14638
34080,당진시,7,2015년,9196,11395
34080,당진시,8,2015년,17870,21081
34080,당진시,9,2015년,10027,10780
34080,당진시,10,2015년,51,53
34310,금산군,0,2015년,27420,37560
34310,금산군,1,2015년,92,268
34310,금산군,2,2015년,2974,4351
34310,금산군,3,2015년,2200,4265
34310,금산군,4,2015년,2367,2888
34310,금산군,5,2015년,2284,3215
34310,금산군,6,2015년,8407,8534
34310,금산군,7,2015년,1448,2243
34310,금산군,8,2015년,3423,6892
34310,금산군,9,2015년,4134,4817
34310,금산군,10,2015년,91,87
34330,부여군,0,2015년,36458,38438
34330,부여군,1,2015년,139,226
34330,부여군,2,2015년,3423,4134
34330,부여군,3,2015년,2925,3494
34330,부여군,4,2015년,2932,3048
34330,부여군,5,2015년,2033,2195
34330,부여군,6,2015년,13693,13806
34330,부여군,7,2015년,2278,2424
34330,부여군,8,2015년,3063,3130
34330,부여군,9,2015년,5967,5972
34330,부여군,10,2015년,5,9
34340,서천군,0,2015년,28887,31450
34340,서천군,1,2015년,117,198
34340,서천군,2,2015년,2545,3407
34340,서천군,3,2015년,2980,3435
34340,서천군,4,2015년,2888,3003
34340,서천군,5,2015년,1984,2013
34340,서천군,6,2015년,8619,8670
34340,서천군,7,2015년,2149,2365
34340,서천군,8,2015년,3099,3766
34340,서천군,9,2015년,4485,4556
34340,서천군,10,2015년,21,37
34350,청양군,0,2015년,18722,20419
34350,청양군,1,2015년,84,124
34350,청양군,2,2015년,1365,1764
34350,청양군,3,2015년,1477,1900
34350,청양군,4,2015년,1271,1362
34350,청양군,5,2015년,1016,1081
34350,청양군,6,2015년,7855,7927
34350,청양군,7,2015년,1127,1264
34350,청양군,8,2015년,1496,1884
34350,청양군,9,2015년,3011,3099
34350,청양군,10,2015년,20,14
34360,홍성군,0,2015년,49596,51709
34360,홍성군,1,2015년,207,283
34360,홍성군,2,2015년,6615,7502
34360,홍성군,3,2015년,6077,6806
34360,홍성군,4,2015년,4758,4919
34360,홍성군,5,2015년,4183,4483
34360,홍성군,6,2015년,12885,12757
34360,홍성군,7,2015년,3713,3929
34360,홍성군,8,2015년,4418,4221
34360,홍성군,9,2015년,6663,6763
34360,홍성군,10,2015년,77,46
34370,예산군,0,2015년,44206,45744
34370,예산군,1,2015년,255,289
34370,예산군,2,2015년,4299,4731
34370,예산군,3,2015년,5229,5737
34370,예산군,4,2015년,4144,4455
34370,예산군,5,2015년,2881,2876
34370,예산군,6,2015년,12409,12476
34370,예산군,7,2015년,2950,2923
34370,예산군,8,2015년,5959,6253
34370,예산군,9,2015년,6077,6001
34370,예산군,10,2015년,3,3
34380,태안군,0,2015년,35386,38481
34380,태안군,1,2015년,129,157
34380,태안군,2,2015년,2656,3517
34380,태안군,3,2015년,2959,3442
34380,태안군,4,2015년,4370,4656
34380,태안군,5,2015년,2243,2330
34380,태안군,6,2015년,11822,11892
34380,태안군,7,2015년,2617,3199
34380,태안군,8,2015년,2199,2696
34380,태안군,9,2015년,6362,6530
34380,태안군,10,2015년,29,62
35,전라북도,0,2015년,820664,822122
35,전라북도,1,2015년,7002,7231
35,전라북도,2,2015년,141535,142099
35,전라북도,3,2015년,113050,113560
35,전라북도,4,2015년,82980,83125
35,전라북도,5,2015년,82326,82288
35,전라북도,6,2015년,121908,122276
35,전라북도,7,2015년,69576,69596
35,전라북도,8,2015년,99213,98636
35,전라북도,9,2015년,101087,101414
35,전라북도,10,2015년,1987,1897
35003,동부,0,2015년,548550,493021
35003,동부,1,2015년,5979,5088
35003,동부,2,2015년,117686,108641
35003,동부,3,2015년,91487,79293
35003,동부,4,2015년,62106,58322
35003,동부,5,2015년,67030,65473
35003,동부,6,2015년,15952,12373
35003,동부,7,2015년,53887,48667
35003,동부,8,2015년,76914,62363
35003,동부,9,2015년,56580,52490
35003,동부,10,2015년,929,311
35004,읍부,0,2015년,72920,94408
35004,읍부,1,2015년,385,652
35004,읍부,2,2015년,9867,14075
35004,읍부,3,2015년,9666,14482
35004,읍부,4,2015년,7096,8403
35004,읍부,5,2015년,5899,6205
35004,읍부,6,2015년,14779,14631
35004,읍부,7,2015년,5600,7372
35004,읍부,8,2015년,9052,16663
35004,읍부,9,2015년,10398,11591
35004,읍부,10,2015년,178,334
35005,면부,0,2015년,199194,217168
35005,면부,1,2015년,638,1253
35005,면부,2,2015년,13982,16876
35005,면부,3,2015년,11897,16929
35005,면부,4,2015년,13778,14355
35005,면부,5,2015년,9397,8766
35005,면부,6,2015년,91177,94006
35005,면부,7,2015년,10089,11992
35005,면부,8,2015년,13247,17012
35005,면부,9,2015년,34109,34808
35005,면부,10,2015년,880,1171
35010,전주시,0,2015년,283108,245727
35010,전주시,1,2015년,3846,2976
35010,전주시,2,2015년,70595,61397
35010,전주시,3,2015년,51211,42360
35010,전주시,4,2015년,31929,29786
35010,전주시,5,2015년,36214,35783
35010,전주시,6,2015년,5479,4160
35010,전주시,7,2015년,25901,22861
35010,전주시,8,2015년,30552,20966
35010,전주시,9,2015년,27000,25282
35010,전주시,10,2015년,381,156
35011,완산구,0,2015년,157974,131658
35011,완산구,1,2015년,2504,1929
35011,완산구,2,2015년,41548,34268
35011,완산구,3,2015년,30423,23906
35011,완산구,4,2015년,18517,17415
35011,완산구,5,2015년,21314,21027
35011,완산구,6,2015년,2216,1527
35011,완산구,7,2015년,12914,10419
35011,완산구,8,2015년,13486,7711
35011,완산구,9,2015년,14936,13407
35011,완산구,10,2015년,116,49
35012,덕진구,0,2015년,125134,114001
35012,덕진구,1,2015년,1342,1047
35012,덕진구,2,2015년,29047,27097
35012,덕진구,3,2015년,20788,18430
35012,덕진구,4,2015년,13412,12369
35012,덕진구,5,2015년,14900,14746
35012,덕진구,6,2015년,3263,2633
35012,덕진구,7,2015년,12987,12442
35012,덕진구,8,2015년,17066,13255
35012,덕진구,9,2015년,12064,11875
35012,덕진구,10,2015년,265,107
35020,군산시,0,2015년,115528,119650
35020,군산시,1,2015년,805,902
35020,군산시,2,2015년,17748,18907
35020,군산시,3,2015년,16017,16747
35020,군산시,4,2015년,12963,13251
35020,군산시,5,2015년,11737,11783
35020,군산시,6,2015년,8053,8095
35020,군산시,7,2015년,12998,13763
35020,군산시,8,2015년,21907,22659
35020,군산시,9,2015년,12952,13196
35020,군산시,10,2015년,348,347
35030,익산시,0,2015년,127194,125063
35030,익산시,1,2015년,1013,1187
35030,익산시,2,2015년,21773,21724
35030,익산시,3,2015년,17285,16731
35030,익산시,4,2015년,12641,12601
35030,익산시,5,2015년,13494,13225
35030,익산시,6,2015년,12365,12496
35030,익산시,7,2015년,12192,12045
35030,익산시,8,2015년,21154,20048
35030,익산시,9,2015년,14405,14202
35030,익산시,10,2015년,872,804
35040,정읍시,0,2015년,50499,53072
35040,정읍시,1,2015년,252,341
35040,정읍시,2,2015년,5960,6933
35040,정읍시,3,2015년,5481,6308
35040,정읍시,4,2015년,4390,4570
35040,정읍시,5,2015년,4642,4766
35040,정읍시,6,2015년,13026,13049
35040,정읍시,7,2015년,3322,3409
35040,정읍시,8,2015년,5108,5269
35040,정읍시,9,2015년,8267,8365
35040,정읍시,10,2015년,51,62
35050,남원시,0,2015년,40021,41750
35050,남원시,1,2015년,191,261
35050,남원시,2,2015년,4837,5641
35050,남원시,3,2015년,4035,4599
35050,남원시,4,2015년,3868,3963
35050,남원시,5,2015년,3446,3474
35050,남원시,6,2015년,11235,11264
35050,남원시,7,2015년,3004,3103
35050,남원시,8,2015년,2970,2957
35050,남원시,9,2015년,6412,6469
35050,남원시,10,2015년,23,19
35060,김제시,0,2015년,39435,45121
35060,김제시,1,2015년,203,346
35060,김제시,2,2015년,3922,5115
35060,김제시,3,2015년,3308,4992
35060,김제시,4,2015년,3245,3464
35060,김제시,5,2015년,2667,3053
35060,김제시,6,2015년,13022,13344
35060,김제시,7,2015년,2830,3261
35060,김제시,8,2015년,4157,5276
35060,김제시,9,2015년,6071,6258
35060,김제시,10,2015년,10,12
35310,완주군,0,2015년,42750,56425
35310,완주군,1,2015년,248,397
35310,완주군,2,2015년,7129,8992
35310,완주군,3,2015년,5199,7641
35310,완주군,4,2015년,3960,4380
35310,완주군,5,2015년,3059,2734
35310,완주군,6,2015년,8213,8482
35310,완주군,7,2015년,3433,4358
35310,완주군,8,2015년,5948,13079
35310,완주군,9,2015년,5508,6268
35310,완주군,10,2015년,53,94
35320,진안군,0,2015년,12053,14437
35320,진안군,1,2015년,33,106
35320,진안군,2,2015년,772,1340
35320,진안군,3,2015년,994,1826
35320,진안군,4,2015년,802,1006
35320,진안군,5,2015년,502,628
35320,진안군,6,2015년,5453,5611
35320,진안군,7,2015년,631,747
35320,진안군,8,2015년,833,993
35320,진안군,9,2015년,2030,2177
35320,진안군,10,2015년,3,3
35330,무주군,0,2015년,13112,14367
35330,무주군,1,2015년,39,59
35330,무주군,2,2015년,1047,1401
35330,무주군,3,2015년,1324,1636
35330,무주군,4,2015년,1250,1444
35330,무주군,5,2015년,869,875
35330,무주군,6,2015년,4883,4964
35330,무주군,7,2015년,621,751
35330,무주군,8,2015년,674,725
35330,무주군,9,2015년,2400,2507
35330,무주군,10,2015년,5,5
35340,장수군,0,2015년,12321,13495
35340,장수군,1,2015년,30,67
35340,장수군,2,2015년,969,1367
35340,장수군,3,2015년,958,1244
35340,장수군,4,2015년,754,867
35340,장수군,5,2015년,439,461
35340,장수군,6,2015년,5822,5936
35340,장수군,7,2015년,539,613
35340,장수군,8,2015년,721,774
35340,장수군,9,2015년,2089,2166
35350,임실군,0,2015년,14032,17239
35350,임실군,1,2015년,21,113
35350,임실군,2,2015년,785,1608
35350,임실군,3,2015년,1039,2017
35350,임실군,4,2015년,1102,1240
35350,임실군,5,2015년,902,953
35350,임실군,6,2015년,5955,6110
35350,임실군,7,2015년,623,817
35350,임실군,8,2015년,1032,1435
35350,임실군,9,2015년,2383,2613
35350,임실군,10,2015년,190,333
35360,순창군,0,2015년,14485,15832
35360,순창군,1,2015년,47,118
35360,순창군,2,2015년,1008,1499
35360,순창군,3,2015년,1365,1868
35360,순창군,4,2015년,1109,1225
35360,순창군,5,2015년,738,740
35360,순창군,6,2015년,6179,6242
35360,순창군,7,2015년,737,778
35360,순창군,8,2015년,992,1020
35360,순창군,9,2015년,2307,2339
35360,순창군,10,2015년,3,3
35370,고창군,0,2015년,29001,30922
35370,고창군,1,2015년,153,203
35370,고창군,2,2015년,2676,3179
35370,고창군,3,2015년,2565,2858
35370,고창군,4,2015년,2190,2424
35370,고창군,5,2015년,1480,1559
35370,고창군,6,2015년,12544,12763
35370,고창군,7,2015년,1237,1448
35370,고창군,8,2015년,1311,1457
35370,고창군,9,2015년,4841,5027
35370,고창군,10,2015년,4,4
35380,부안군,0,2015년,27125,29012
35380,부안군,1,2015년,121,155
35380,부안군,2,2015년,2314,2996
35380,부안군,3,2015년,2269,2723
35380,부안군,4,2015년,2777,2904
35380,부안군,5,2015년,2137,2254
35380,부안군,6,2015년,9679,9760
35380,부안군,7,2015년,1508,1642
35380,부안군,8,2015년,1854,1978
35380,부안군,9,2015년,4422,4545
35380,부안군,10,2015년,44,55
36,전라남도,0,2015년,870571,919563
36,전라남도,1,2015년,7498,8943
36,전라남도,2,2015년,114862,128624
36,전라남도,3,2015년,99157,112068
36,전라남도,4,2015년,82655,86491
36,전라남도,5,2015년,73278,74671
36,전라남도,6,2015년,200005,202456
36,전라남도,7,2015년,81940,85882
36,전라남도,8,2015년,84498,90121
36,전라남도,9,2015년,124500,127850
36,전라남도,10,2015년,2178,2457
36003,동부,0,2015년,341565,323859
36003,동부,1,2015년,4539,4341
36003,동부,2,2015년,64709,64132
36003,동부,3,2015년,50204,48371
36003,동부,4,2015년,39934,38530
36003,동부,5,2015년,39780,40123
36003,동부,6,2015년,10440,8338
36003,동부,7,2015년,43138,36236
36003,동부,8,2015년,48488,45649
36003,동부,9,2015년,39852,37995
36003,동부,10,2015년,481,144
36004,읍부,0,2015년,208976,237511
36004,읍부,1,2015년,1532,2170
36004,읍부,2,2015년,28474,35467
36004,읍부,3,2015년,29237,35943
36004,읍부,4,2015년,21718,24077
36004,읍부,5,2015년,19152,18932
36004,읍부,6,2015년,37906,38073
36004,읍부,7,2015년,22198,29075
36004,읍부,8,2015년,18074,21228
36004,읍부,9,2015년,30131,31685
36004,읍부,10,2015년,554,861
36005,면부,0,2015년,320030,343652
36005,면부,1,2015년,1427,2178
36005,면부,2,2015년,21679,26617
36005,면부,3,2015년,19716,25385
36005,면부,4,2015년,21003,22037
36005,면부,5,2015년,14346,14144
36005,면부,6,2015년,151659,155138
36005,면부,7,2015년,16604,19181
36005,면부,8,2015년,17936,21355
36005,면부,9,2015년,54517,56215
36005,면부,10,2015년,1143,1402
36010,목포시,0,2015년,101672,82978
36010,목포시,1,2015년,920,734
36010,목포시,2,2015년,19840,18299
36010,목포시,3,2015년,14547,11229
36010,목포시,4,2015년,12009,11512
36010,목포시,5,2015년,14146,14218
36010,목포시,6,2015년,2176,1414
36010,목포시,7,2015년,15799,8732
36010,목포시,8,2015년,9849,6283
36010,목포시,9,2015년,11983,10469
36010,목포시,10,2015년,403,88
36020,여수시,0,2015년,122466,130131
36020,여수시,1,2015년,1402,1684
36020,여수시,2,2015년,19362,21027
36020,여수시,3,2015년,15818,17160
36020,여수시,4,2015년,13818,14055
36020,여수시,5,2015년,11996,12248
36020,여수시,6,2015년,10829,10842
36020,여수시,7,2015년,15664,16926
36020,여수시,8,2015년,18075,20332
36020,여수시,9,2015년,15434,15775
36020,여수시,10,2015년,68,82
36030,순천시,0,2015년,121210,106054
36030,순천시,1,2015년,1824,1356
36030,순천시,2,2015년,23364,20527
36030,순천시,3,2015년,16754,14251
36030,순천시,4,2015년,14071,13404
36030,순천시,5,2015년,13427,13440
36030,순천시,6,2015년,12644,12476
36030,순천시,7,2015년,10972,8432
36030,순천시,8,2015년,13115,8008
36030,순천시,9,2015년,14898,14019
36030,순천시,10,2015년,141,141
36040,나주시,0,2015년,46217,58983
36040,나주시,1,2015년,215,591
36040,나주시,2,2015년,5516,9270
36040,나주시,3,2015년,6116,9191
36040,나주시,4,2015년,3710,4720
36040,나주시,5,2015년,3058,3439
36040,나주시,6,2015년,13873,14369
36040,나주시,7,2015년,2627,4004
36040,나주시,8,2015년,3877,4887
36040,나주시,9,2015년,7206,8445
36040,나주시,10,2015년,19,67
36060,광양시,0,2015년,68975,77178
36060,광양시,1,2015년,1061,1240
36060,광양시,2,2015년,9919,10831
36060,광양시,3,2015년,7878,9726
36060,광양시,4,2015년,6704,6669
36060,광양시,5,2015년,5198,5188
36060,광양시,6,2015년,6669,6759
36060,광양시,7,2015년,8367,9772
36060,광양시,8,2015년,14473,17636
36060,광양시,9,2015년,8671,9323
36060,광양시,10,2015년,35,34
36310,담양군,0,2015년,21770,26376
36310,담양군,1,2015년,98,192
36310,담양군,2,2015년,1902,2620
36310,담양군,3,2015년,1564,3050
36310,담양군,4,2015년,2257,2645
36310,담양군,5,2015년,1268,1372
36310,담양군,6,2015년,7605,8127
36310,담양군,7,2015년,1482,1880
36310,담양군,8,2015년,2192,2603
36310,담양군,9,2015년,3140,3556
36310,담양군,10,2015년,262,331
36320,곡성군,0,2015년,15369,19649
36320,곡성군,1,2015년,104,219
36320,곡성군,2,2015년,1063,1763
36320,곡성군,3,2015년,1198,2242
36320,곡성군,4,2015년,1266,1513
36320,곡성군,5,2015년,748,885
36320,곡성군,6,2015년,6543,6665
36320,곡성군,7,2015년,686,878
36320,곡성군,8,2015년,1216,2816
36320,곡성군,9,2015년,2541,2660
36320,곡성군,10,2015년,4,8
36330,구례군,0,2015년,13112,14027
36330,구례군,1,2015년,55,140
36330,구례군,2,2015년,1078,1413
36330,구례군,3,2015년,1421,1584
36330,구례군,4,2015년,1301,1480
36330,구례군,5,2015년,760,819
36330,구례군,6,2015년,4768,4775
36330,구례군,7,2015년,598,598
36330,구례군,8,2015년,843,891
36330,구례군,9,2015년,2269,2327
36330,구례군,10,2015년,19,
36350,고흥군,0,2015년,35415,36963
36350,고흥군,1,2015년,179,216
36350,고흥군,2,2015년,2394,2926
36350,고흥군,3,2015년,2425,2777
36350,고흥군,4,2015년,2423,2527
36350,고흥군,5,2015년,2292,2333
36350,고흥군,6,2015년,16214,16316
36350,고흥군,7,2015년,2040,2181
36350,고흥군,8,2015년,1476,1605
36350,고흥군,9,2015년,5944,6035
36350,고흥군,10,2015년,28,47
36360,보성군,0,2015년,22608,24137
36360,보성군,1,2015년,120,197
36360,보성군,2,2015년,1430,2096
36360,보성군,3,2015년,1880,2242
36360,보성군,4,2015년,1857,2093
36360,보성군,5,2015년,1750,1661
36360,보성군,6,2015년,9124,9220
36360,보성군,7,2015년,826,1010
36360,보성군,8,2015년,1190,1162
36360,보성군,9,2015년,4431,4456
36370,화순군,0,2015년,30225,31013
36370,화순군,1,2015년,214,285
36370,화순군,2,2015년,4095,5193
36370,화순군,3,2015년,3541,3735
36370,화순군,4,2015년,2728,2761
36370,화순군,5,2015년,2107,1793
36370,화순군,6,2015년,7545,7724
36370,화순군,7,2015년,2407,2236
36370,화순군,8,2015년,2492,2376
36370,화순군,9,2015년,5086,4906
36370,화순군,10,2015년,10,4
36380,장흥군,0,2015년,19367,20346
36380,장흥군,1,2015년,170,171
36380,장흥군,2,2015년,1839,2155
36380,장흥군,3,2015년,1900,2081
36380,장흥군,4,2015년,1715,1909
36380,장흥군,5,2015년,1190,1288
36380,장흥군,6,2015년,7274,7284
36380,장흥군,7,2015년,1161,1223
36380,장흥군,8,2015년,1017,1122
36380,장흥군,9,2015년,3099,3113
36380,장흥군,10,2015년,2,
36390,강진군,0,2015년,19013,19620
36390,강진군,1,2015년,105,141
36390,강진군,2,2015년,1928,2145
36390,강진군,3,2015년,2056,2338
36390,강진군,4,2015년,1422,1482
36390,강진군,5,2015년,1409,1381
36390,강진군,6,2015년,6832,6856
36390,강진군,7,2015년,1274,1252
36390,강진군,8,2015년,1016,1014
36390,강진군,9,2015년,2937,2975
36390,강진군,10,2015년,34,36
36400,해남군,0,2015년,38110,40828
36400,해남군,1,2015년,125,205
36400,해남군,2,2015년,3301,3916
36400,해남군,3,2015년,3275,3807
36400,해남군,4,2015년,2855,3092
36400,해남군,5,2015년,2393,2518
36400,해남군,6,2015년,15740,15967
36400,해남군,7,2015년,2269,2711
36400,해남군,8,2015년,1620,1861
36400,해남군,9,2015년,6503,6703
36400,해남군,10,2015년,29,48
36410,영암군,0,2015년,30209,51506
36410,영암군,1,2015년,120,333
36410,영암군,2,2015년,2360,4870
36410,영암군,3,2015년,2790,6552
36410,영암군,4,2015년,1931,2576
36410,영암군,5,2015년,1268,1667
36410,영암군,6,2015년,9612,9920
36410,영암군,7,2015년,5457,13377
36410,영암군,8,2015년,2341,6393
36410,영암군,9,2015년,4261,5407
36410,영암군,10,2015년,69,411
36420,무안군,0,2015년,38857,39770
36420,무안군,1,2015년,250,346
36420,무안군,2,2015년,5374,5916
36420,무안군,3,2015년,5283,5752
36420,무안군,4,2015년,3145,3628
36420,무안군,5,2015년,2958,2646
36420,무안군,6,2015년,11362,11547
36420,무안군,7,2015년,2889,2167
36420,무안군,8,2015년,2456,2113
36420,무안군,9,2015년,5053,5595
36420,무안군,10,2015년,87,60
36430,함평군,0,2015년,16883,19048
36430,함평군,1,2015년,62,123
36430,함평군,2,2015년,1108,1718
36430,함평군,3,2015년,1227,1779
36430,함평군,4,2015년,1089,1272
36430,함평군,5,2015년,884,951
36430,함평군,6,2015년,7536,7745
36430,함평군,7,2015년,832,1076
36430,함평군,8,2015년,1078,1244
36430,함평군,9,2015년,3054,3125
36430,함평군,10,2015년,13,15
36440,영광군,0,2015년,25836,28779
36440,영광군,1,2015년,95,149
36440,영광군,2,2015년,2683,3863
36440,영광군,3,2015년,2652,3377
36440,영광군,4,2015년,2374,2571
36440,영광군,5,2015년,2190,2300
36440,영광군,6,2015년,8255,8307
36440,영광군,7,2015년,2343,2563
36440,영광군,8,2015년,1754,2040
36440,영광군,9,2015년,3481,3588
36440,영광군,10,2015년,9,21
36450,장성군,0,2015년,19746,25321
36450,장성군,1,2015년,84,240
36450,장성군,2,2015년,1726,2721
36450,장성군,3,2015년,1995,3544
36450,장성군,4,2015년,1636,1944
36450,장성군,5,2015년,1144,1253
36450,장성군,6,2015년,5913,6221
36450,장성군,7,2015년,1072,1430
36450,장성군,8,2015년,1843,2942
36450,장성군,9,2015년,3423,3996
36450,장성군,10,2015년,910,1030
36460,완도군,0,2015년,25847,26403
36460,완도군,1,2015년,109,133
36460,완도군,2,2015년,1986,2135
36460,완도군,3,2015년,2190,2242
36460,완도군,4,2015년,2085,2179
36460,완도군,5,2015년,1625,1679
36460,완도군,6,2015년,10378,10436
36460,완도군,7,2015년,1364,1415
36460,완도군,8,2015년,1032,1064
36460,완도군,9,2015년,5062,5104
36460,완도군,10,2015년,16,16
36470,진도군,0,2015년,16715,17325
36470,진도군,1,2015년,84,95
36470,진도군,2,2015년,1101,1331
36470,진도군,3,2015년,1493,1647
36470,진도군,4,2015년,1110,1180
36470,진도군,5,2015년,834,855
36470,진도군,6,2015년,8018,8051
36470,진도군,7,2015년,629,649
36470,진도군,8,2015년,725,765
36470,진도군,9,2015년,2703,2734
36470,진도군,10,2015년,18,18
36480,신안군,0,2015년,20949,23123
36480,신안군,1,2015년,102,153
36480,신안군,2,2015년,1493,1889
36480,신안군,3,2015년,1154,1762
36480,신안군,4,2015년,1149,1279
36480,신안군,5,2015년,633,737
36480,신안군,6,2015년,11095,11435
36480,신안군,7,2015년,1182,1370
36480,신안군,8,2015년,818,959
36480,신안군,9,2015년,3321,3539
36480,신안군,10,2015년,2,
37,경상북도,0,2015년,1290109,1389561
37,경상북도,1,2015년,8991,11858
37,경상북도,2,2015년,178171,200169
37,경상북도,3,2015년,157080,177854
37,경상북도,4,2015년,127196,131722
37,경상북도,5,2015년,104059,107778
37,경상북도,6,2015년,218328,221754
37,경상북도,7,2015년,106046,116669
37,경상북도,8,2015년,212197,236049
37,경상북도,9,2015년,174415,181880
37,경상북도,10,2015년,3626,3828
37003,동부,0,2015년,653879,627828
37003,동부,1,2015년,6255,6332
37003,동부,2,2015년,120974,124614
37003,동부,3,2015년,100469,93750
37003,동부,4,2015년,74092,70577
37003,동부,5,2015년,67527,67580
37003,동부,6,2015년,20602,14535
37003,동부,7,2015년,61328,59114
37003,동부,8,2015년,128503,122777
37003,동부,9,2015년,72774,67698
37003,동부,10,2015년,1355,851
37004,읍부,0,2015년,283984,308193
37004,읍부,1,2015년,1690,2437
37004,읍부,2,2015년,35490,40919
37004,읍부,3,2015년,36157,44850
37004,읍부,4,2015년,28670,30102
37004,읍부,5,2015년,22228,21914
37004,읍부,6,2015년,37226,37555
37004,읍부,7,2015년,27164,29332
37004,읍부,8,2015년,54897,59067
37004,읍부,9,2015년,38777,40188
37004,읍부,10,2015년,1685,1829
37005,면부,0,2015년,352246,422731
37005,면부,1,2015년,1046,2729
37005,면부,2,2015년,21707,30795
37005,면부,3,2015년,20454,34789
37005,면부,4,2015년,24434,27101
37005,면부,5,2015년,14304,15388
37005,면부,6,2015년,160500,168118
37005,면부,7,2015년,17554,25369
37005,면부,8,2015년,28797,47861
37005,면부,9,2015년,62864,69521
37005,면부,10,2015년,586,1060
37010,포항시,0,2015년,229594,226925
37010,포항시,1,2015년,1896,1886
37010,포항시,2,2015년,40471,40126
37010,포항시,3,2015년,32436,31294
37010,포항시,4,2015년,25613,25516
37010,포항시,5,2015년,23657,23599
37010,포항시,6,2015년,11010,10969
37010,포항시,7,2015년,25721,25570
37010,포항시,8,2015년,39034,38300
37010,포항시,9,2015년,27678,27524
37010,포항시,10,2015년,2078,2141
37011,남구,0,2015년,110770,127929
37011,남구,1,2015년,761,958
37011,남구,2,2015년,18057,20669
37011,남구,3,2015년,14653,18451
37011,남구,4,2015년,11894,11825
37011,남구,5,2015년,10154,10238
37011,남구,6,2015년,4466,4362
37011,남구,7,2015년,13710,16356
37011,남구,8,2015년,21146,28404
37011,남구,9,2015년,14031,14565
37011,남구,10,2015년,1898,2101
37012,북구,0,2015년,118824,98927
37012,북구,1,2015년,1135,928
37012,북구,2,2015년,22414,19450
37012,북구,3,2015년,17783,12818
37012,북구,4,2015년,13719,13673
37012,북구,5,2015년,13503,13361
37012,북구,6,2015년,6544,6607
37012,북구,7,2015년,12011,9208
37012,북구,8,2015년,17888,9885
37012,북구,9,2015년,13647,12957
37012,북구,10,2015년,180,40
37020,경주시,0,2015년,121659,137089
37020,경주시,1,2015년,741,1090
37020,경주시,2,2015년,16702,18916
37020,경주시,3,2015년,16117,20090
37020,경주시,4,2015년,14821,15469
37020,경주시,5,2015년,10177,10536
37020,경주시,6,2015년,13943,14058
37020,경주시,7,2015년,10436,12875
37020,경주시,8,2015년,22721,27416
37020,경주시,9,2015년,15979,16627
37020,경주시,10,2015년,22,12
37030,김천시,0,2015년,68126,70984
37030,김천시,1,2015년,489,560
37030,김천시,2,2015년,9724,10691
37030,김천시,3,2015년,8247,9062
37030,김천시,4,2015년,5988,5965
37030,김천시,5,2015년,4320,4265
37030,김천시,6,2015년,16045,16059
37030,김천시,7,2015년,4117,4248
37030,김천시,8,2015년,9533,10347
37030,김천시,9,2015년,9625,9759
37030,김천시,10,2015년,38,28
37040,안동시,0,2015년,80848,78813
37040,안동시,1,2015년,811,774
37040,안동시,2,2015년,13367,13081
37040,안동시,3,2015년,9839,9123
37040,안동시,4,2015년,8746,8017
37040,안동시,5,2015년,8184,8124
37040,안동시,6,2015년,16685,16561
37040,안동시,7,2015년,5687,5660
37040,안동시,8,2015년,5288,5133
