"[A]행정구역별(시군)","행정구역별(시군)","시점","취업자","- 성별(남자)","- 성별(여자)","- 연령별(15~29세)","- 연령별(30~49세)","- 연령별(50세 이상)",
"3506","김제시","2012. 1/4","53.4","30.5","22.8","4.8","18.5","30.1",
"3506","김제시","2012. 2/4","56.3","31","25.4","5.1","19.6","31.6",
"3506","김제시","2012. 3/4","55.9","31.9","23.9","4.7","20.3","30.9",
"3506","김제시","2012. 4/4","54.3","30.4","23.9","5.2","19.6","29.5",
"3531","완주군","2010. 4/4","60.7","40.5","20.2","7.1","28.3","25.3",
"3531","완주군","2011. 1/4","55.5","34.9","20.6","6.1","25.5","24",
"3531","완주군","2011. 2/4","58.2","37.2","21","6.4","27.3","24.5",
"3531","완주군","2011. 3/4","62.6","40.1","22.6","8.1","27.1","27.5",
"3531","완주군","2011. 4/4","56.4","37","19.4","6.1","25.8","24.4",
"3531","완주군","2012. 1/4","51.7","32.1","19.6","5.9","23.3","22.4",
"3531","완주군","2012. 2/4","52.2","31.7","20.5","5.9","22.5","23.8",
"3531","완주군","2012. 3/4","54.8","35.3","19.6","5.4","24.9","24.5",
"3531","완주군","2012. 4/4","52.5","33.2","19.3","5.3","24.9","22.4",
"3532","진안군","2010. 4/4","14.2","8.6","5.7","1.1","5.2","8",
"3532","진안군","2011. 1/4","16","9.1","7",".9","5.6","9.5",
"3532","진안군","2011. 2/4","16.2","8.7","7.5","1.2","4.5","10.5",
"3532","진안군","2011. 3/4","16.7","9.3","7.4",".9","5.5","10.2",
"3532","진안군","2011. 4/4","14.4","9.6","4.8","1.1","4.9","8.3",
"3532","진안군","2012. 1/4","15.2","9.3","5.9","1.1","5.7","8.3",
"3532","진안군","2012. 2/4","16.1","9.4","6.7","1.2","5.7","9.2",
"3532","진안군","2012. 3/4","15.9","9.3","6.7",".9","6.2","8.9",
"3532","진안군","2012. 4/4","13.8","9.3","4.5",".9","5.5","7.3",
"3533","무주군","2010. 4/4","13","7.8","5.2","1.3","5","6.7",
"3533","무주군","2011. 1/4","14","7.6","6.3","1","4.8","8.2",
"3533","무주군","2011. 2/4","15.2","8.1","7.1","1.1","5","9.2",
"3533","무주군","2011. 3/4","14.8","8","6.9","1.1","4.8","9",
"3533","무주군","2011. 4/4","13.2","8","5.2","1.1","4.7","7.4",
"3533","무주군","2012. 1/4","13.4","7.8","5.5",".9","5","7.5",
"3533","무주군","2012. 2/4","15.4","8.9","6.5",".9","5.4","9.1",
"3533","무주군","2012. 3/4","15.3","8.8","6.5",".9","5.5","8.9",
"3533","무주군","2012. 4/4","12.5","8.1","4.3","1.3","4.8","6.3",
"3534","장수군","2010. 4/4","12","7.2","4.8","1.1","4.8","6.2",
"3534","장수군","2011. 1/4","12.4","7.3","5",".8","4.9","6.7",
"3534","장수군","2011. 2/4","14.9","8","6.9","1","5.1","8.7",
"3534","장수군","2011. 3/4","15.2","8","7.3","1.5","5.1","8.7",
"3534","장수군","2011. 4/4","12.1","7.4","4.7","1.3","4.6","6.2",
"3534","장수군","2012. 1/4","12.1","7.1","5.1",".9","4.2","7",
"3534","장수군","2012. 2/4","14.5","8.1","6.4","1","4.6","8.9",
"3534","장수군","2012. 3/4","14.6","7.8","6.8","1","4.5","9.1",
"3534","장수군","2012. 4/4","10.9","6.9","4",".9","3.9","6.1",
"3535","임실군","2010. 4/4","17.3","9.7","7.6","1.5","5.9","9.9",
"3535","임실군","2011. 1/4","17.4","9.9","7.5","1.7","6.1","9.5",
"3535","임실군","2011. 2/4","17.6","9.4","8.2","1.4","6.2","10",
"3535","임실군","2011. 3/4","17.8","10.5","7.3","1.3","5.8","10.7",
"3535","임실군","2011. 4/4","17.2","9.7","7.5","1.2","6","10.1",
"3535","임실군","2012. 1/4","19.4","10.8","8.6","1.6","6.8","11",
"3535","임실군","2012. 2/4","19.6","10.8","8.8","2.1","6.5","11",
"3535","임실군","2012. 3/4","20.4","11.3","9.1","1.6","6.4","12.5",
"3535","임실군","2012. 4/4","19.7","11.5","8.2","1.6","6.8","11.3",
"3536","순창군","2010. 4/4","16.3","9.7","6.6",".9","6.1","9.3",
"3536","순창군","2011. 1/4","17.4","9.4","8","1.1","5.6","10.7",
"3536","순창군","2011. 2/4","17.7","9.6","8.1","1.4","5.4","10.9",
"3536","순창군","2011. 3/4","17.1","8.9","8.2","1.1","5.3","10.6",
"3536","순창군","2011. 4/4","15.2","9.5","5.7",".9","5.2","9.1",
"3536","순창군","2012. 1/4","16.1","8.8","7.4",".8","5.3","10",
"3536","순창군","2012. 2/4","17.9","9.7","8.2",".9","6.1","10.9",
"3536","순창군","2012. 3/4","18.7","10.1","8.6","1","6.9","10.8",
"3536","순창군","2012. 4/4","16.2","9.3","6.9","1","6.3","8.9",
"3537","고창군","2010. 4/4","32.5","18","14.4","2.7","11.2","18.6",
"3537","고창군","2011. 1/4","33.3","17.8","15.5","2.8","10.5","20",
"3537","고창군","2011. 2/4","35","18.8","16.2","2.8","11.5","20.7",
"3537","고창군","2011. 3/4","34.3","18.5","15.8","2.6","11.6","20.1",
"3537","고창군","2011. 4/4","31.6","18","13.6","2.6","10.9","18",
"3537","고창군","2012. 1/4","33.6","18.6","15","2.7","12.1","18.9",
"3537","고창군","2012. 2/4","34.8","18.1","16.6","2.3","11.6","20.8",
"3537","고창군","2012. 3/4","34.7","18.5","16.2","2","11.8","20.9",
"3537","고창군","2012. 4/4","30.5","18.1","12.4","2.3","10.9","17.2",
"3538","부안군","2010. 4/4","31.1","18","13.2","2.8","11.7","16.6",
"3538","부안군","2011. 1/4","31.3","17","14.3","2.8","11","17.5",
"3538","부안군","2011. 2/4","32.8","17.7","15.1","3","11.5","18.3",
"3538","부안군","2011. 3/4","32.8","17.2","15.6","3.9","10.7","18.2",
"3538","부안군","2011. 4/4","30","17.4","12.6","3.4","10.2","16.4",
"3538","부안군","2012. 1/4","29.4","16.8","12.6","2.3","11.1","16",
"3538","부안군","2012. 2/4","33.6","18.3","15.3","2","11.5","20.1",
"3538","부안군","2012. 3/4","34.8","19.5","15.4","2.7","12.3","19.8",
"3538","부안군","2012. 4/4","29.3","18.2","11.1","2.6","11.2","15.6",
"3601","목포시","2010. 4/4","88.5","49","39.5","14.2","45.1","29.2",
"3601","목포시","2011. 1/4","88.2","49.2","39","12.6","44.5","31.2",
"3601","목포시","2011. 2/4","88.4","49.9","38.5","11.9","43.7","32.8",
"3601","목포시","2011. 3/4","87.9","49.3","38.6","12","44.8","31.1",
"3601","목포시","2011. 4/4","87.1","48.5","38.7","11.5","44.3","31.3",
"3601","목포시","2012. 1/4","88.1","50.4","37.7","12.2","44.8","31.1",
"3601","목포시","2012. 2/4","92.5","52.7","39.8","11.8","46.7","33.9",
"3601","목포시","2012. 3/4","94.3","54.2","40.1","11.9","48.1","34.3",
"3601","목포시","2012. 4/4","95","54.1","40.9","12.4","48.1","34.6",
"3602","여수시","2010. 4/4","122.7","79.2","43.4","11.7","62.8","48.2",
"3602","여수시","2011. 1/4","125.4","77.8","47.6","14.1","62.5","48.8",
"3602","여수시","2011. 2/4","133.1","81.2","51.9","15.2","64.4","53.6",
"3602","여수시","2011. 3/4","131.2","80.7","50.5","15.2","63.9","52.1",
"3602","여수시","2011. 4/4","131","82.1","48.9","14.5","66.1","50.4",
"3602","여수시","2012. 1/4","127.2","85.2","42","13.6","65.1","48.5",
"3602","여수시","2012. 2/4","136.5","86.5","50","16.1","67.7","52.7",
"3602","여수시","2012. 3/4","133.6","85.9","47.7","13.9","66.4","53.3",
"3602","여수시","2012. 4/4","134.7","87.1","47.7","16.2","66","52.5",
"3603","순천시","2010. 4/4","101.4","53.2","48.2","12.4","48.9","40",
"3603","순천시","2011. 1/4","101.9","53.3","48.5","12.5","48.5","40.8",
"3603","순천시","2011. 2/4","104.4","53.7","50.7","13.3","49.4","41.7",
"3603","순천시","2011. 3/4","103.8","53","50.9","13.1","48.8","42",
"3603","순천시","2011. 4/4","102.9","52.8","50.1","12.9","47.6","42.4",
"3603","순천시","2012. 1/4","100.9","54.4","46.5","11.3","50","39.6",
"3603","순천시","2012. 2/4","102.3","54.6","47.7","11.5","49.9","41",
"3603","순천시","2012. 3/4","101.8","53.7","48.1","11.8","49.5","40.5",
"3603","순천시","2012. 4/4","100.4","52.3","48.1","11.3","48.5","40.6",
"3604","나주시","2010. 4/4","58.4","35","23.4","5.6","22.1","30.7",
"3604","나주시","2011. 1/4","60.6","35.3","25.3","4.9","25.1","30.5",
"3604","나주시","2011. 2/4","62.7","35.1","27.6","4.2","24.4","34",
"3604","나주시","2011. 3/4","62.4","36.4","26","4.6","24.7","33.1",
"3604","나주시","2011. 4/4","58.7","35.7","23.1","3.8","23.6","31.4",
"3604","나주시","2012. 1/4","56.2","33.4","22.8","3.6","22.6","29.9",
"3604","나주시","2012. 2/4","62.4","36","26.4","4.9","24.8","32.8",
"3604","나주시","2012. 3/4","59","33.6","25.4","4.4","22.8","31.8",
"3604","나주시","2012. 4/4","58.5","34.1","24.4","4.2","24.1","30.3",
"3606","광양시","2010. 4/4","78","51.8","26.2","8.3","45.4","24.3",
"3606","광양시","2011. 1/4","76.9","51.4","25.5","7.4","44.4","25.1",
"3606","광양시","2011. 2/4","79.1","51.7","27.4","7.8","46.3","25",
"3606","광양시","2011. 3/4","78.6","52.8","25.7","7.9","45.2","25.5",
"3606","광양시","2011. 4/4","82.4","56.4","26","8.8","47","26.6",
"3606","광양시","2012. 1/4","76.9","54","22.9","8.5","43.8","24.6",
"3606","광양시","2012. 2/4","78.1","53.4","24.7","8.6","43.2","26.2",
"3606","광양시","2012. 3/4","77.6","54","23.6","8.3","43.9","25.3",
"3606","광양시","2012. 4/4","77.4","53.6","23.9","8.2","43.7","25.5",
"3631","담양군","2010. 4/4","29.7","17.8","11.8","2.5","11.2","15.9",
"3631","담양군","2011. 1/4","31.7","17.5","14.3","3.4","11.5","16.8",
"3631","담양군","2011. 2/4","33.1","17.5","15.5","2.6","12.3","18.2",
"3631","담양군","2011. 3/4","33.8","17.3","16.5","2.3","11.7","19.7",
"3631","담양군","2011. 4/4","30","16.8","13.1","2.3","11.1","16.6",
"3631","담양군","2012. 1/4","30.3","17.5","12.8","2.8","10.2","17.3",
"3631","담양군","2012. 2/4","30.9","17","13.9","2.7","10","18.2",
"3631","담양군","2012. 3/4","32.1","17.7","14.3","2.5","11","18.5",
"3631","담양군","2012. 4/4","32.6","18.5","14.1","1.9","11.3","19.4",
"3632","곡성군","2010. 4/4","18.8","11","7.8","1.1","7.1","10.6",
"3632","곡성군","2011. 1/4","21.4","12.8","8.6","1.6","7.7","12.1",
"3632","곡성군","2011. 2/4","22.5","12.5","10","1.7","8.4","12.5",
"3632","곡성군","2011. 3/4","23.4","13","10.4","1.5","8.3","13.6",
"3632","곡성군","2011. 4/4","21.7","11.9","9.8","1.2","8","12.5",
"3632","곡성군","2012. 1/4","21.2","11.7","9.5","1.8","7.5","11.9",
"3632","곡성군","2012. 2/4","22.1","11.7","10.4","1.9","7.8","12.4",
"3632","곡성군","2012. 3/4","22.5","12.3","10.2","2.1","7.7","12.7",
"3632","곡성군","2012. 4/4","21.5","11.9","9.5","1.7","7.4","12.4",
"3633","구례군","2010. 4/4","15.4","8","7.4","1.2","5.2","9",
"3633","구례군","2011. 1/4","16","8.7","7.3",".9","5.5","9.5",
"3633","구례군","2011. 2/4","16.5","8.8","7.7","1.3","5.6","9.6",
"3633","구례군","2011. 3/4","16","8.5","7.5","1","5.3","9.6",
"3633","구례군","2011. 4/4","15.4","8.2","7.1","1.2","5","9.2",
"3633","구례군","2012. 1/4","15","8","7.1","1","4.7","9.3",
"3633","구례군","2012. 2/4","15.4","8.2","7.2","1","4.6","9.8",
"3633","구례군","2012. 3/4","15.6","8.7","6.9","1","4.7","9.9",
"3633","구례군","2012. 4/4","15.2","8.2","6.9","1.1","4.5","9.5",
"3635","고흥군","2010. 4/4","42.2","22.2","20.1","2.8","11.9","27.5",
"3635","고흥군","2011. 1/4","41.8","21.9","20","2.6","11.7","27.5",
"3635","고흥군","2011. 2/4","44.3","22.5","21.8","2.7","12","29.6",
"3635","고흥군","2011. 3/4","44","22.4","21.5","2.7","11.6","29.6",
"3635","고흥군","2011. 4/4","42.6","21.6","21","2.6","11.4","28.6",
"3635","고흥군","2012. 1/4","44","22.4","21.6","2.6","11.9","29.6",
"3635","고흥군","2012. 2/4","44.6","22.2","22.5","2.6","12.1","30",
"3635","고흥군","2012. 3/4","44.7","22.4","22.3","3.2","11.8","29.7",
"3635","고흥군","2012. 4/4","44.8","22.5","22.3","3.4","11.9","29.6",
"3636","보성군","2010. 4/4","27","13.6","13.4","1.8","8.5","16.6",
"3636","보성군","2011. 1/4","28.7","14.7","14","1.8","9.3","17.6",
"3636","보성군","2011. 2/4","29.4","14.7","14.7","2","9","18.4",
"3636","보성군","2011. 3/4","29.5","15","14.5","2.1","9.3","18.1",
"3636","보성군","2011. 4/4","29.6","15.6","14","2.2","10.1","17.3",
"3636","보성군","2012. 1/4","27","14.3","12.7","1.9","9.2","15.9",
"3636","보성군","2012. 2/4","27.3","14.7","12.7","1.6","9.5","16.2",
"3636","보성군","2012. 3/4","27.4","14.7","12.7","1.7","9.2","16.4",
"3636","보성군","2012. 4/4","26.1","14.1","12","1.2","9.2","15.7",
"3637","화순군","2010. 4/4","31.2","17","14.2","2.6","13.6","15",
"3637","화순군","2011. 1/4","34.1","18.2","15.9","3.1","13.1","17.9",
"3637","화순군","2011. 2/4","36.9","18","18.9","4.4","13.1","19.4",
"3637","화순군","2011. 3/4","36.1","18.1","17.9","3.6","13.1","19.4",
"3637","화순군","2011. 4/4","33.3","17","16.3","3.6","12.8","17",
"3637","화순군","2012. 1/4","32.2","17.2","15","2.8","12.8","16.6",
"3637","화순군","2012. 2/4","33.2","18.6","14.6","2.4","13","17.8",
"3637","화순군","2012. 3/4","36.1","20","16.1","3.8","13.9","18.3",
"3637","화순군","2012. 4/4","34.4","19.3","15.1","3.7","13.3","17.4",
"3638","장흥군","2010. 4/4","23","13.4","9.5","1.2","8.5","13.3",
"3638","장흥군","2011. 1/4","22.5","13","9.4","1.8","8.2","12.5",
"3638","장흥군","2011. 2/4","24.6","13.1","11.5","1.8","8.4","14.4",
"3638","장흥군","2011. 3/4","24.4","13.5","10.9","2.2","8.7","13.5",
"3638","장흥군","2011. 4/4","24.6","14","10.6","2.3","8.4","13.9",
"3638","장흥군","2012. 1/4","22.4","12.8","9.6","2.5","7.2","12.6",
"3638","장흥군","2012. 2/4","23.4","13.5","9.8","1.9","7.3","14.1",
"3638","장흥군","2012. 3/4","23.1","13.3","9.7","2.1","7.3","13.7",
"3638","장흥군","2012. 4/4","23.1","13.1","10","2","7.5","13.6",
"3639","강진군","2010. 4/4","20.8","11.1","9.7","1.6","7.3","11.9",
"3639","강진군","2011. 1/4","22.4","12.3","10.1","1.9","7.7","12.8",
"3639","강진군","2011. 2/4","23.8","13","10.8","2.2","7.8","13.8",
"3639","강진군","2011. 3/4","22.9","12.7","10.2","1.7","8","13.2",
"3639","강진군","2011. 4/4","21.4","12.5","8.9","1.9","7.8","11.7",
"3639","강진군","2012. 1/4","22.7","12.3","10.4","2.3","7.7","12.7",
"3639","강진군","2012. 2/4","24.6","13.2","11.5","2.6","7.8","14.3",
"3639","강진군","2012. 3/4","24","12.7","11.3","2.3","7.7","14",
"3639","강진군","2012. 4/4","22.1","12.2","9.8","1.9","7.5","12.6",
"3640","해남군","2010. 4/4","49","26","23","4.2","16.8","27.9",
"3640","해남군","2011. 1/4","46.3","25","21.3","3.6","15.3","27.4",
"3640","해남군","2011. 2/4","48.7","26","22.7","3.5","16.5","28.7",
"3640","해남군","2011. 3/4","48.5","25.8","22.6","3.5","15.8","29.1",
"3640","해남군","2011. 4/4","47.9","26.2","21.8","3.6","15.6","28.7",
"3640","해남군","2012. 1/4","47.8","26.7","21.1","4.5","16","27.3",
"3640","해남군","2012. 2/4","48","26.1","21.8","4.4","15.9","27.7",
"3640","해남군","2012. 3/4","47.9","26.3","21.6","4.2","15.7","28",
"3640","해남군","2012. 4/4","48.6","26.8","21.8","4.4","16.1","28.2",
"3641","영암군","2010. 4/4","52","37.9","14.1","6.3","26.5","19.2",
"3641","영암군","2011. 1/4","53.1","37.6","15.5","7.2","26.8","19.1",
"3641","영암군","2011. 2/4","55.3","38.2","17.1","7.5","27.5","20.3",
"3641","영암군","2011. 3/4","54.1","37","17.2","6.5","27.3","20.3",
"3641","영암군","2011. 4/4","53.9","39.8","14.1","8.3","27","18.7",
"3641","영암군","2012. 1/4","55.1","40.9","14.1","6.8","28.6","19.7",
"3641","영암군","2012. 2/4","55.6","40","15.6","7.5","28.7","19.4",
"3641","영암군","2012. 3/4","54.6","38.8","15.8","6.5","28","20.1",
"3641","영암군","2012. 4/4","53.1","39.1","14.1","6.2","27.9","19",
"3642","무안군","2010. 4/4","36.8","20.6","16.2","3.1","15","18.7",
"3642","무안군","2011. 1/4","39.9","22.2","17.7","3.4","16.3","20.1",
"3642","무안군","2011. 2/4","41.5","21.8","19.8","3.9","15.8","21.8",
"3642","무안군","2011. 3/4","40.4","21.6","18.8","3.5","15.4","21.5",
"3642","무안군","2011. 4/4","39.5","21.5","18.1","3.4","15","21.1",
"3642","무안군","2012. 1/4","38.7","21.2","17.4","3.1","13.7","21.8",
"3642","무안군","2012. 2/4","39.3","20.3","19","3.1","13.2","22.9",
"3642","무안군","2012. 3/4","38.2","20.5","17.6","3","13.8","21.4",
"3642","무안군","2012. 4/4","37.9","20.9","17","2.1","14.1","21.6",
"3643","함평군","2010. 4/4","24.8","14","10.8","2.3","8.8","13.7",
"3643","함평군","2011. 1/4","23.4","12.8","10.6","1.6","8.7","13.1",
"3643","함평군","2011. 2/4","25.7","14.2","11.5","2.2","9.8","13.7",
"3643","함평군","2011. 3/4","26.1","14.4","11.6","2","10.5","13.6",
"3643","함평군","2011. 4/4","23.2","13","10.2","1.8","8.6","12.9",
"3643","함평군","2012. 1/4","22.8","12.6","10.3","1.2","8.6","13",
"3643","함평군","2012. 2/4","22.2","11.9","10.3","1.5","7.2","13.6",
"3643","함평군","2012. 3/4","22.9","12.6","10.3","1.6","7.8","13.6",
"3643","함평군","2012. 4/4","22","12.2","9.8","1.6","7.1","13.3",
"3644","영광군","2010. 4/4","32","19.2","12.7","1.9","12.1","18",
"3644","영광군","2011. 1/4","31.4","18.6","12.8","2","12","17.5",
"3644","영광군","2011. 2/4","34.7","20.1","14.6","2.7","13","19",
"3644","영광군","2011. 3/4","33.7","19","14.7","2","12.8","18.9",
"3644","영광군","2011. 4/4","29.6","16.7","13","1.9","11.1","16.6",
"3644","영광군","2012. 1/4","30.9","18.2","12.7","1.9","12.6","16.4",
"3644","영광군","2012. 2/4","32.4","18.9","13.5","2","13.2","17.2",
"3644","영광군","2012. 3/4","33.6","19.5","14.1","2","13.6","18",
"3644","영광군","2012. 4/4","32.5","19.1","13.4","2.2","12.9","17.4",
"3645","장성군","2010. 4/4","30.6","18.6","12","1.7","14.3","14.7",
"3645","장성군","2011. 1/4","30.2","17.6","12.6","2","13.1","15.1",
"3645","장성군","2011. 2/4","31.8","18.2","13.6","2.3","12.6","16.9",
"3645","장성군","2011. 3/4","31.7","18.3","13.4","3.5","11.8","16.5",
"3645","장성군","2011. 4/4","32.3","19.4","12.8","3.3","13.6","15.4",
"3645","장성군","2012. 1/4","29.3","18.5","10.8","2.2","11.8","15.3",
"3645","장성군","2012. 2/4","32","19.8","12.2","2.3","13.1","16.5",
"3645","장성군","2012. 3/4","31.2","18.1","13","3","11.6","16.6",
"3645","장성군","2012. 4/4","31.2","18.3","12.8","3.8","10.7","16.7",
"3646","완도군","2010. 4/4","30.7","16.9","13.8","2.5","9.8","18.4",
"3646","완도군","2011. 1/4","32.4","18","14.4","3","10.5","18.9",
"3646","완도군","2011. 2/4","31.6","17.8","13.8","3","10.6","18.1",
"3646","완도군","2011. 3/4","29.8","16.4","13.3","2.4","10.1","17.2",
"3646","완도군","2011. 4/4","29.8","17","12.8","2.6","10.4","16.8",
"3646","완도군","2012. 1/4","29.1","16.4","12.7","1.9","9.8","17.4",
"3646","완도군","2012. 2/4","29.1","16.3","12.8","2.2","10","17",
"3646","완도군","2012. 3/4","28.8","16.2","12.6","1.9","9.9","16.9",
"3646","완도군","2012. 4/4","29","16.4","12.5","2.2","9.8","17",
"3647","진도군","2010. 4/4","19.7","10.5","9.2","1.5","5.9","12.4",
"3647","진도군","2011. 1/4","20.4","10.8","9.6","1.7","6.3","12.4",
"3647","진도군","2011. 2/4","20.3","10.6","9.7","1.8","6.1","12.4",
"3647","진도군","2011. 3/4","19.9","10.4","9.5","1.6","5.9","12.3",
"3647","진도군","2011. 4/4","19.9","10.5","9.4","1.8","5.9","12.1",
"3647","진도군","2012. 1/4","19.1","10.4","8.7","1.4","6.2","11.6",
"3647","진도군","2012. 2/4","19.1","10.5","8.6","1.2","6.1","11.8",
"3647","진도군","2012. 3/4","19.1","10.4","8.7","1.3","5.9","12",
"3647","진도군","2012. 4/4","19.3","10.5","8.8","1.2","6","12.1",
"3648","신안군","2010. 4/4","26.5","14.4","12.1","1.5","7.8","17.1",
"3648","신안군","2011. 1/4","27","14.9","12","2.1","7.3","17.5",
"3648","신안군","2011. 2/4","28","15","12.9","2.3","7.6","18.1",
"3648","신안군","2011. 3/4","27.8","15.2","12.7","2","7.9","17.9",
"3648","신안군","2011. 4/4","26.9","14.3","12.6","1.6","7.6","17.8",
"3648","신안군","2012. 1/4","25.9","13.9","12","1.7","7.3","16.9",
"3648","신안군","2012. 2/4","27.8","15","12.8","2.1","7.8","17.9",
"3648","신안군","2012. 3/4","27.2","14.5","12.6","1.9","7.7","17.5",
"3648","신안군","2012. 4/4","26.6","14.7","11.9","1.7","7.9","17",
"3701","포항시","2010. 4/4","233.3","146.3","87","31.7","120.2","81.4",
"3701","포항시","2011. 1/4","231.1","144.8","86.3","29.7","114.9","86.6",
"3701","포항시","2011. 2/4","235.4","144.7","90.7","30.8","115.3","89.2",
"3701","포항시","2011. 3/4","234.4","143.6","90.8","29.1","115.9","89.4",
"3701","포항시","2011. 4/4","233.9","148.2","85.8","32.1","115.7","86.2",
"3701","포항시","2012. 1/4","243.7","150.4","93.3","34.8","115.8","93.1",
"3701","포항시","2012. 2/4","249","153.4","95.6","33.9","118","97.1",
"3701","포항시","2012. 3/4","252.6","155.9","96.7","33.1","121","98.5",
"3701","포항시","2012. 4/4","248.6","157.1","91.6","32","122.1","94.6",
"3702","경주시","2010. 4/4","146","90","56","18.3","70.7","57.1",
"3702","경주시","2011. 1/4","154.2","92.3","61.8","18.7","73.2","62.2",
"3702","경주시","2011. 2/4","161.8","96.1","65.7","20.7","76.8","64.3",
"3702","경주시","2011. 3/4","156.3","94.4","61.9","19.8","74.1","62.4",
"3702","경주시","2011. 4/4","152","93.3","58.6","19.1","72.9","60",
"3702","경주시","2012. 1/4","145.3","86.3","59","17.9","68","59.5",
"3702","경주시","2012. 2/4","152.8","91.8","61.1","20","69.2","63.6",
"3702","경주시","2012. 3/4","153.2","90.7","62.5","19.9","70.1","63.2",
"3702","경주시","2012. 4/4","146.4","89","57.4","17.3","67.7","61.4",
"3703","김천시","2010. 4/4","68.8","41.4","27.4","9.3","28.3","31.2",
"3703","김천시","2011. 1/4","67.5","38.3","29.2","8.1","26.8","32.6",
"3703","김천시","2011. 2/4","71.3","38.9","32.4","8.5","27.6","35.2",
"3703","김천시","2011. 3/4","69.7","37.8","31.9","7.6","27.5","34.5",
"3703","김천시","2011. 4/4","73.2","40.9","32.3","7.4","29.5","36.4",
"3703","김천시","2012. 1/4","67.4","38.3","29.1","6.5","27.4","33.5",
"3703","김천시","2012. 2/4","70.4","40","30.5","6.6","27.7","36.1",
"3703","김천시","2012. 3/4","69.7","38.6","31","5.7","27.7","36.3",
"3703","김천시","2012. 4/4","68.7","39.4","29.3","5.1","27.6","36",
"3704","안동시","2010. 4/4","76.2","42.5","33.7","8.7","31.1","36.4",
"3704","안동시","2011. 1/4","76.6","41.2","35.4","7.6","29.8","39.3",
"3704","안동시","2011. 2/4","83.9","44.2","39.8","8.2","32.5","43.2",
"3704","안동시","2011. 3/4","82.7","44.6","38.1","7.2","32.4","43.2",
"3704","안동시","2011. 4/4","80.9","45.8","35.1","8.2","32.2","40.5",
"3704","안동시","2012. 1/4","80.8","47","33.8","7.5","34.8","38.5",
"3704","안동시","2012. 2/4","85","48.3","36.7","7.7","36.1","41.2",
"3704","안동시","2012. 3/4","84.4","46","38.4","7.8","34.8","41.9",
"3704","안동시","2012. 4/4","81.9","45.9","35.9","7.6","35.1","39.2",
"3705","구미시","2010. 4/4","216.5","142.8","73.7","38.8","129.1","48.7",
"3705","구미시","2011. 1/4","222.3","145.7","76.6","41.1","130.4","50.7",
"3705","구미시","2011. 2/4","230.9","150.7","80.1","42.8","133.6","54.5",
"3705","구미시","2011. 3/4","230.8","149","81.8","44.7","132.3","53.8",
"3705","구미시","2011. 4/4","223.2","144.9","78.3","40","131.5","51.6",
"3705","구미시","2012. 1/4","235.9","148.5","87.3","43.7","135.8","56.3",
"3705","구미시","2012. 2/4","242.2","151.5","90.8","45.6","139.2","57.4",
"3705","구미시","2012. 3/4","238.3","148.4","89.9","44.8","133.9","59.6",
"3705","구미시","2012. 4/4","236.8","149.7","87","46.1","130.9","59.8",
"3706","영주시","2010. 4/4","49.9","29.4","20.5","4.6","21.5","23.9",
"3706","영주시","2011. 1/4","51.6","31","20.7","6","22.5","23.1",
"3706","영주시","2011. 2/4","53.2","30.9","22.3","5.1","21.4","26.7",
"3706","영주시","2011. 3/4","53.3","30.7","22.6","4.9","21.5","26.9",
"3706","영주시","2011. 4/4","49.9","30.3","19.6","5.3","20.6","24",
"3706","영주시","2012. 1/4","50.3","30.2","20.1","5","20.6","24.7",
"3706","영주시","2012. 2/4","53.7","31.3","22.4","4.6","22","27",
"3706","영주시","2012. 3/4","54.7","32.1","22.6","4.9","21.8","28",
"3706","영주시","2012. 4/4","52.3","31.2","21.1","4.6","21.4","26.3",
"3707","영천시","2010. 4/4","59.7","35.5","24.2","7.3","25.2","27.2",
"3707","영천시","2011. 1/4","61.3","36","25.3","6.5","25.2","29.7",
"3707","영천시","2011. 2/4","65.3","38.3","27","6.6","26.7","32",
"3707","영천시","2011. 3/4","64.8","38.4","26.5","6.4","26.7","31.7",
"3707","영천시","2011. 4/4","63.1","38.8","24.3","6","26.9","30.1",
"3707","영천시","2012. 1/4","62","38.3","23.7","6.5","24.8","30.6",
"3707","영천시","2012. 2/4","64.9","37.8","27.2","6.8","24.8","33.4",
"3707","영천시","2012. 3/4","63.2","36.9","26.3","6","23.8","33.4",
"3707","영천시","2012. 4/4","64.3","40.1","24.2","6.3","25.6","32.4",
"3708","상주시","2010. 4/4","49","27.9","21.1","4.5","19.7","24.8",
"3708","상주시","2011. 1/4","54.4","30.5","23.9","5.6","19.9","28.9",
"3708","상주시","2011. 2/4","59","31.7","27.3","4.9","20.2","33.9",
"3708","상주시","2011. 3/4","55","30.7","24.3","4.2","19.2","31.5",
"3708","상주시","2011. 4/4","48.7","27.9","20.8","4.2","17.8","26.7",
"3708","상주시","2012. 1/4","51.7","29.4","22.3","3.8","19.9","28",
"3708","상주시","2012. 2/4","57.3","30.9","26.3","4.2","20.7","32.4",
"3708","상주시","2012. 3/4","55.2","29.9","25.3","4.3","20.1","30.8",
"3708","상주시","2012. 4/4","44.2","24.5","19.6","4","18.4","21.7",
"3709","문경시","2010. 4/4","30.1","17.4","12.6","3.5","12.9","13.7",
"3709","문경시","2011. 1/4","33.2","18.7","14.5","3.3","13.7","16.3",
"3709","문경시","2011. 2/4","37.6","20.2","17.4","3.6","13.9","20.1",
