"[A]행정구역별(시군)","행정구역별(시군)","시점","취업자 (천명)","- 성별(남자)","- 성별(여자)","- 연령별(15~29세)","- 연령별(30~49세)","- 연령별(50세 이상)",
"3204","동해시","2017. 1/2","40.5","23.5","16.9","3.2","18.2","19.1",
"3204","동해시","2017. 2/2","40.6","23.3","17.3","3.9","17.2","19.5",
"3204","동해시","2018. 1/2","41","22.4","18.6","3.8","17.4","19.8",
"3204","동해시","2018. 2/2","41.6","23.1","18.6","3.5","17.4","20.7",
"3204","동해시","2019. 1/2","41.3","22.5","18.8","3.1","17.1","21.1",
"3204","동해시","2019. 2/2","41.1","22.6","18.4","3.5","15.9","21.6",
"3204","동해시","2020. 1/2","41.3","21.9","19.3","3.5","14.9","22.8",
"3204","동해시","2020. 2/2","42.1","22.7","19.3","3.5","15.7","22.9",
"3204","동해시","2021. 1/2","42.4","23.2","19.2","3.2","15.2","24",
"3205","태백시","2013. 1/2","20.3","12.1","8.2","2.1","9.6","8.5",
"3205","태백시","2013. 2/2","20.4","11.8","8.6","1.8","9.5","9.2",
"3205","태백시","2014. 1/2","21","12.1","8.9","2.1","9.7","9.1",
"3205","태백시","2014. 2/2","20.5","11.7","8.8","1.8","9.6","9.1",
"3205","태백시","2015. 1/2","20.7","11.8","8.9","2.1","9.6","9",
"3205","태백시","2015. 2/2","20.2","11.8","8.4","1.9","9","9.4",
"3205","태백시","2016. 1/2","20.6","11.4","9.2","2","8.4","10.2",
"3205","태백시","2016. 2/2","20.5","11.1","9.4","1.6","8.5","10.4",
"3205","태백시","2017. 1/2","22","11.7","10.3","2.1","8.8","11.2",
"3205","태백시","2017. 2/2","19.7","11.1","8.5","1.5","7.5","10.7",
"3205","태백시","2018. 1/2","20.2","11.5","8.8","1.6","7.8","10.8",
"3205","태백시","2018. 2/2","19.8","11","8.8","1.4","7.7","10.8",
"3205","태백시","2019. 1/2","20.7","11.2","9.4","1.6","7.6","11.5",
"3205","태백시","2019. 2/2","20","10.6","9.4","1.6","7.2","11.2",
"3205","태백시","2020. 1/2","19.2","10.1","9.1","1","6.8","11.3",
"3205","태백시","2020. 2/2","19.5","10.3","9.2","1","6.8","11.7",
"3205","태백시","2021. 1/2","19.5","10","9.5","1.1","6.7","11.7",
"3206","속초시","2013. 1/2","35.5","19.8","15.7","4.7","17.4","13.4",
"3206","속초시","2013. 2/2","33.6","19","14.6","3.9","16.3","13.4",
"3206","속초시","2014. 1/2","33.4","18.4","14.9","3.9","16.5","13",
"3206","속초시","2014. 2/2","35.2","19.6","15.7","3.8","16.5","15",
"3206","속초시","2015. 1/2","35.4","19.9","15.5","4","16","15.4",
"3206","속초시","2015. 2/2","36","20","16","3.6","16.3","16.1",
"3206","속초시","2016. 1/2","35.1","19.5","15.6","3.7","15.2","16.2",
"3206","속초시","2016. 2/2","35.9","19.2","16.8","4.2","14.6","17.1",
"3206","속초시","2017. 1/2","34.9","18.7","16.2","3.8","14.3","16.8",
"3206","속초시","2017. 2/2","34.9","18.8","16.2","3.1","14.1","17.7",
"3206","속초시","2018. 1/2","36.1","19.3","16.8","3.1","14.1","18.8",
"3206","속초시","2018. 2/2","37.9","20.1","17.9","3.8","14.1","20.1",
"3206","속초시","2019. 1/2","38.6","20.4","18.2","4","14.7","19.9",
"3206","속초시","2019. 2/2","38.6","20.3","18.3","3.7","14.1","20.8",
"3206","속초시","2020. 1/2","38.7","20.1","18.6","3.8","14.2","20.7",
"3206","속초시","2020. 2/2","40.9","22.2","18.7","3.2","14.8","22.9",
"3206","속초시","2021. 1/2","39.1","20.7","18.3","3.5","13.8","21.8",
"3207","삼척시","2013. 1/2","35.6","21.8","13.8","3.8","14.9","16.9",
"3207","삼척시","2013. 2/2","35","20.3","14.7","3.2","14.6","17.3",
"3207","삼척시","2014. 1/2","36.6","21","15.6","2.9","15.5","18.2",
"3207","삼척시","2014. 2/2","35.9","20.7","15.3","3.5","14","18.4",
"3207","삼척시","2015. 1/2","34.2","19.7","14.5","2.9","13.2","18.1",
"3207","삼척시","2015. 2/2","33.7","19.3","14.4","2.5","13.1","18.1",
"3207","삼척시","2016. 1/2","34.8","20","14.7","3.6","13.5","17.6",
"3207","삼척시","2016. 2/2","35.9","20.3","15.6","4.2","13.3","18.4",
"3207","삼척시","2017. 1/2","33.7","19","14.7","3.5","12.3","17.8",
"3207","삼척시","2017. 2/2","34.9","20","14.9","3.3","12.7","18.9",
"3207","삼척시","2018. 1/2","34.7","19.7","15","3.4","12.3","19",
"3207","삼척시","2018. 2/2","36.1","20","16.1","4.1","12","20",
"3207","삼척시","2019. 1/2","35.2","20.3","15","3.1","12.4","19.7",
"3207","삼척시","2019. 2/2","35.7","20.8","14.9","2.8","12.2","20.7",
"3207","삼척시","2020. 1/2","36.5","21.4","15.2","3","12.1","21.3",
"3207","삼척시","2020. 2/2","35.8","20.7","15.1","3.4","11.2","21.2",
"3207","삼척시","2021. 1/2","36.4","20.8","15.5","3.2","10.9","22.3",
"3231","홍천군","2013. 1/2","36.1","22.1","14","3.4","15.1","17.7",
"3231","홍천군","2013. 2/2","37.1","22.6","14.5","3.4","14.8","18.9",
"3231","홍천군","2014. 1/2","36.5","22.4","14.1","2.6","14.6","19.3",
"3231","홍천군","2014. 2/2","38.2","22.4","15.9","3.8","13.7","20.7",
"3231","홍천군","2015. 1/2","39.8","22.3","17.5","3.6","14.3","21.9",
"3231","홍천군","2015. 2/2","41.1","23","18.1","4.6","15.3","21.2",
"3231","홍천군","2016. 1/2","38.6","21.9","16.7","2.7","14.4","21.5",
"3231","홍천군","2016. 2/2","39.2","21.7","17.5","3.2","14.1","21.9",
"3231","홍천군","2017. 1/2","39.2","22.3","16.9","2.8","14","22.4",
"3231","홍천군","2017. 2/2","37.5","21.4","16.1","2.5","12.4","22.5",
"3231","홍천군","2018. 1/2","38.2","22.1","16.1","2.7","12.5","23",
"3231","홍천군","2018. 2/2","41.5","24.2","17.4","3.2","12.3","26",
"3231","홍천군","2019. 1/2","38.3","21.5","16.7","2.4","11.8","24",
"3231","홍천군","2019. 2/2","39.2","21.9","17.4","2.4","11.5","25.3",
"3231","홍천군","2020. 1/2","40.6","23.1","17.6","2.9","11.6","26.2",
"3231","홍천군","2020. 2/2","41.7","23.2","18.5","3.7","12.1","25.8",
"3231","홍천군","2021. 1/2","42.2","23.7","18.5","3.5","11.8","26.9",
"3232","횡성군","2013. 1/2","30.2","17.2","13","2.9","10.2","17.1",
"3232","횡성군","2013. 2/2","30","17.2","12.7","2","10.2","17.8",
"3232","횡성군","2014. 1/2","29.4","16.4","13.1","2","10","17.5",
"3232","횡성군","2014. 2/2","30.6","17","13.5","2","10","18.6",
"3232","횡성군","2015. 1/2","28.4","16","12.4","1.9","9.3","17.2",
"3232","횡성군","2015. 2/2","30.5","16.8","13.7","1.9","10.7","17.9",
"3232","횡성군","2016. 1/2","32.5","19.5","12.9","2.5","11.4","18.6",
"3232","횡성군","2016. 2/2","30.6","17.2","13.5","2","10.7","17.9",
"3232","횡성군","2017. 1/2","30.3","17","13.3","2","9.7","18.6",
"3232","횡성군","2017. 2/2","29.4","16.6","12.8","1.7","9.8","17.9",
"3232","횡성군","2018. 1/2","31.1","17.4","13.7","2.2","10.6","18.3",
"3232","횡성군","2018. 2/2","31.1","17.8","13.4","2.6","10.1","18.5",
"3232","횡성군","2019. 1/2","30.4","17.1","13.3","2.5","9.4","18.5",
"3232","횡성군","2019. 2/2","31.8","18.1","13.8","3.2","9.5","19.1",
"3232","횡성군","2020. 1/2","30.5","17.5","13","1.9","9.5","19.1",
"3232","횡성군","2020. 2/2","32.3","18.8","13.5","2","10","20.4",
"3232","횡성군","2021. 1/2","29.4","16.7","12.7","1.3","8.3","19.8",
"3233","영월군","2013. 1/2","23.4","13.8","9.6","1.8","8.6","13",
"3233","영월군","2013. 2/2","22.1","12.7","9.3","1.7","7.9","12.5",
"3233","영월군","2014. 1/2","23.7","13.7","10","1.6","8.6","13.5",
"3233","영월군","2014. 2/2","23.7","13.7","10","1.5","8.2","13.9",
"3233","영월군","2015. 1/2","23.2","13.4","9.8","1.7","7.6","14",
"3233","영월군","2015. 2/2","24","13.8","10.2","1.8","7.5","14.7",
"3233","영월군","2016. 1/2","23.7","13.6","10.2","1.9","7.3","14.5",
"3233","영월군","2016. 2/2","23.9","13.8","10.1","1.6","7.4","14.9",
"3233","영월군","2017. 1/2","23.3","13.7","9.6","1.4","7.5","14.4",
"3233","영월군","2017. 2/2","23.9","13.8","10.1","1.5","7.5","14.9",
"3233","영월군","2018. 1/2","23.8","14.3","9.6","1.3","7.6","14.9",
"3233","영월군","2018. 2/2","25","14.2","10.8","1.7","8","15.3",
"3233","영월군","2019. 1/2","25.7","14.5","11.2","2.2","7.8","15.7",
"3233","영월군","2019. 2/2","24.4","13.6","10.8","1.5","6.8","16.1",
"3233","영월군","2020. 1/2","22.2","12.4","9.8","1.4","6.3","14.5",
"3233","영월군","2020. 2/2","23.1","12.3","10.8","1.3","6.2","15.7",
"3233","영월군","2021. 1/2","23.8","13.5","10.2","1.4","6.1","16.3",
"3234","평창군","2013. 1/2","27.3","16.6","10.7","1.8","11.4","14.1",
"3234","평창군","2013. 2/2","28.4","16.8","11.7","2.1","11.4","14.9",
"3234","평창군","2014. 1/2","29.3","17","12.4","2.4","11.5","15.4",
"3234","평창군","2014. 2/2","27.4","15.6","11.8","2.2","10","15.2",
"3234","평창군","2015. 1/2","28.5","16.6","11.9","2.1","11.5","14.9",
"3234","평창군","2015. 2/2","28.4","16.7","11.7","1.9","10.9","15.6",
"3234","평창군","2016. 1/2","28.8","16.9","11.9","1.8","11","16",
"3234","평창군","2016. 2/2","27.5","15.6","11.9","1.8","10.3","15.5",
"3234","평창군","2017. 1/2","28","16","12","2","9.7","16.3",
"3234","평창군","2017. 2/2","28","16.9","11","2.3","10.3","15.3",
"3234","평창군","2018. 1/2","27.5","16.8","10.6","2.1","9.6","15.7",
"3234","평창군","2018. 2/2","26.9","16.3","10.5","2.5","9.2","15.2",
"3234","평창군","2019. 1/2","27.6","16.6","11","2.1","9.1","16.4",
"3234","평창군","2019. 2/2","26.6","15.7","10.8","2.1","8.1","16.3",
"3234","평창군","2020. 1/2","26.5","15.5","11","1.3","8.7","16.5",
"3234","평창군","2020. 2/2","27.8","16.1","11.6","1.3","8.7","17.8",
"3234","평창군","2021. 1/2","27.4","16","11.4","1.6","8","17.8",
"3235","정선군","2013. 1/2","24","14.6","9.4","2.8","10.4","10.9",
"3235","정선군","2013. 2/2","24.3","14.9","9.4","2.4","10.3","11.5",
"3235","정선군","2014. 1/2","23.7","14.4","9.3","2.1","10.2","11.4",
"3235","정선군","2014. 2/2","24.6","14.8","9.8","2.6","10.5","11.5",
"3235","정선군","2015. 1/2","23.9","14.3","9.7","2.3","10","11.7",
"3235","정선군","2015. 2/2","23.2","14","9.2","2.3","9.8","11.1",
"3235","정선군","2016. 1/2","23.9","14.4","9.5","2.2","10","11.7",
"3235","정선군","2016. 2/2","24.3","14.3","10","2","10.4","11.8",
"3235","정선군","2017. 1/2","23.7","14.3","9.4","2","9.6","12",
"3235","정선군","2017. 2/2","25.3","15.5","9.8","1.9","11.1","12.3",
"3235","정선군","2018. 1/2","24.9","14.9","10","1.7","10.3","12.8",
"3235","정선군","2018. 2/2","25.4","15","10.4","2.2","10.3","12.9",
"3235","정선군","2019. 1/2","24.5","14.1","10.3","2.1","9.3","13.1",
"3235","정선군","2019. 2/2","25.2","14.8","10.4","1.6","9.8","13.9",
"3235","정선군","2020. 1/2","24.4","14.3","10.1","1.4","9.3","13.7",
"3235","정선군","2020. 2/2","24.4","14.5","9.9","1.2","8.9","14.4",
"3235","정선군","2021. 1/2","24.3","14.4","9.9","1.2","8.5","14.5",
"3236","철원군","2013. 1/2","21.4","12.5","8.9","2.1","9","10.3",
"3236","철원군","2013. 2/2","21.1","12.4","8.7","2.1","8.5","10.5",
"3236","철원군","2014. 1/2","21.8","12.5","9.3","2.3","8.9","10.6",
"3236","철원군","2014. 2/2","22.3","12.7","9.5","2.2","8.8","11.3",
"3236","철원군","2015. 1/2","23.9","13.5","10.4","2.8","8.7","12.4",
"3236","철원군","2015. 2/2","24.2","13.8","10.4","3.1","8.8","12.4",
"3236","철원군","2016. 1/2","23","13.2","9.8","2.7","8.2","12.1",
"3236","철원군","2016. 2/2","23.7","13.5","10.2","2.8","8.7","12.2",
"3236","철원군","2017. 1/2","23.7","13.4","10.3","2.6","9.2","11.9",
"3236","철원군","2017. 2/2","22","13.1","8.9","1.7","7.6","12.8",
"3236","철원군","2018. 1/2","21.6","13.1","8.5","1.8","7.4","12.5",
"3236","철원군","2018. 2/2","22.3","13.1","9.2","1.9","7","13.5",
"3236","철원군","2019. 1/2","22.1","12.7","9.4","1.7","6.6","13.8",
"3236","철원군","2019. 2/2","22.3","12.9","9.4","1.5","6.7","14.1",
"3236","철원군","2020. 1/2","20.9","11.8","9.1",".9","6.3","13.6",
"3236","철원군","2020. 2/2","21.1","12","9.1","1.1","6.1","13.9",
"3236","철원군","2021. 1/2","21.2","11.9","9.3","1","6.2","14",
"3237","화천군","2013. 1/2","11","5.8","5.1",".7","4.5","5.8",
"3237","화천군","2013. 2/2","11.5","6","5.4",".7","4.5","6.2",
"3237","화천군","2014. 1/2","11.7","6.3","5.5",".8","4.3","6.7",
"3237","화천군","2014. 2/2","12.7","6.2","6.5","1.2","4.5","7",
"3237","화천군","2015. 1/2","12.9","7.4","5.5","1","4.7","7.1",
"3237","화천군","2015. 2/2","13.7","7.6","6","1.3","4.8","7.5",
"3237","화천군","2016. 1/2","13.5","7.3","6.2","1.3","4.6","7.6",
"3237","화천군","2016. 2/2","14.6","7.9","6.7","1.5","5.1","8.1",
"3237","화천군","2017. 1/2","15.5","8.2","7.3","2.1","5","8.5",
"3237","화천군","2017. 2/2","14.5","8.3","6.2","1.4","5.1","8",
"3237","화천군","2018. 1/2","13.3","7.3","5.9","1.2","4.1","8",
"3237","화천군","2018. 2/2","13.3","7.4","5.9","1","4.1","8.1",
"3237","화천군","2019. 1/2","13.4","7.5","5.9","1.2","3.9","8.4",
"3237","화천군","2019. 2/2","13.1","7.1","5.9",".9","3.8","8.4",
"3237","화천군","2020. 1/2","13.4","7.2","6.3",".9","4.4","8.2",
"3237","화천군","2020. 2/2","14.2","7.5","6.7","1.1","4.3","8.7",
"3237","화천군","2021. 1/2","13.6","7","6.6","1.1","3.9","8.6",
"3238","양구군","2013. 1/2","10.4","6.2","4.2","1.2","4","5.1",
"3238","양구군","2013. 2/2","10.7","6.3","4.4","1","4.3","5.3",
"3238","양구군","2014. 1/2","11.4","6.6","4.8","1.2","4.6","5.6",
"3238","양구군","2014. 2/2","11.3","6.5","4.8","1.1","4.5","5.7",
"3238","양구군","2015. 1/2","12.1","6.9","5.2","1.2","5","5.9",
"3238","양구군","2015. 2/2","12.7","7.2","5.5","1.5","5.3","5.9",
"3238","양구군","2016. 1/2","12.4","6.9","5.5","1.6","4.5","6.3",
"3238","양구군","2016. 2/2","12.3","6.8","5.4","1.7","4.2","6.4",
"3238","양구군","2017. 1/2","12.2","7","5.2","1.7","3.9","6.5",
"3238","양구군","2017. 2/2","12.1","6.9","5.1","1.3","3.7","7.1",
"3238","양구군","2018. 1/2","11.4","6.2","5.2","1.4","3.6","6.4",
"3238","양구군","2018. 2/2","12.2","6.6","5.6","1.5","3.9","6.9",
"3238","양구군","2019. 1/2","12.2","6.6","5.6","1.3","3.9","7",
"3238","양구군","2019. 2/2","13.2","7.4","5.8","1.7","4.1","7.4",
"3238","양구군","2020. 1/2","12.3","6.9","5.4","1.1","3.8","7.4",
"3238","양구군","2020. 2/2","12.4","6.8","5.6","1.2","3.7","7.6",
"3238","양구군","2021. 1/2","13.8","8","5.9","1.2","4.5","8.2",
"3239","인제군","2013. 1/2","17.2","9.9","7.3","1.6","6.7","8.8",
"3239","인제군","2013. 2/2","18","10.3","7.7","1.6","7.1","9.3",
"3239","인제군","2014. 1/2","18.1","10.4","7.7","1.7","7","9.4",
"3239","인제군","2014. 2/2","17.6","9.7","7.9","1.4","6.9","9.4",
"3239","인제군","2015. 1/2","18.5","10.4","8.2","1.9","7.3","9.4",
"3239","인제군","2015. 2/2","18.9","10.4","8.4","2.5","6.5","9.9",
"3239","인제군","2016. 1/2","17.6","9.6","8","1.7","6.3","9.6",
"3239","인제군","2016. 2/2","17.9","9.7","8.3","1.5","6.9","9.6",
"3239","인제군","2017. 1/2","17.6","9.8","7.8","1.4","6.4","9.8",
"3239","인제군","2017. 2/2","15.6","9","6.6","1.3","5.4","8.9",
"3239","인제군","2018. 1/2","16.7","9.5","7.2","1.2","5.9","9.6",
"3239","인제군","2018. 2/2","17.1","9.6","7.5","1.1","6.3","9.7",
"3239","인제군","2019. 1/2","17.1","9.9","7.1","1.3","5.8","10",
"3239","인제군","2019. 2/2","17.3","10.1","7.1","1.3","5.6","10.4",
"3239","인제군","2020. 1/2","17.1","9.6","7.5","1.3","5.3","10.5",
"3239","인제군","2020. 2/2","17.2","9.9","7.3","1.2","5","11",
"3239","인제군","2021. 1/2","17.9","10.6","7.3","1.3","5.6","11",
"3240","고성군","2013. 1/2","16.3","9.5","6.8","1.6","5.7","9",
"3240","고성군","2013. 2/2","17.4","10","7.4","2.3","5.6","9.6",
"3240","고성군","2014. 1/2","17.5","10","7.5","1.8","5.8","9.9",
"3240","고성군","2014. 2/2","17.4","10","7.4","2.1","5.4","9.9",
"3240","고성군","2015. 1/2","17.7","9.8","7.9","2","5.3","10.4",
"3240","고성군","2015. 2/2","17.7","10.3","7.4","2","5.4","10.4",
"3240","고성군","2016. 1/2","17.9","10.5","7.5","1.9","5.8","10.3",
"3240","고성군","2016. 2/2","18.5","10.6","7.9","2.2","5.8","10.4",
"3240","고성군","2017. 1/2","18.3","10.3","8","1.8","5.3","11.1",
"3240","고성군","2017. 2/2","18.2","10.3","7.9","2.1","5.5","10.5",
"3240","고성군","2018. 1/2","17.5","9.6","7.9","2","5.4","10.2",
"3240","고성군","2018. 2/2","17.8","9.8","7.9","2","5.3","10.5",
"3240","고성군","2019. 1/2","17.4","9.7","7.7","2","5.2","10.3",
"3240","고성군","2019. 2/2","18.4","10.3","8.1","1.9","5.5","11",
"3240","고성군","2020. 1/2","17.9","10.1","7.8","2","5.1","10.8",
"3240","고성군","2020. 2/2","18.5","9.9","8.5","2.2","5.1","11.2",
"3240","고성군","2021. 1/2","17.7","10","7.7","2.1","4.3","11.2",
"3241","양양군","2013. 1/2","15.8","8.7","7.1","1.1","5.8","8.9",
"3241","양양군","2013. 2/2","15.8","8.8","7","1.1","5.8","8.9",
"3241","양양군","2014. 1/2","16.2","9.1","7.1","1.4","5.6","9.3",
"3241","양양군","2014. 2/2","16.9","9.6","7.3","1.2","6.1","9.6",
"3241","양양군","2015. 1/2","15.4","8.5","6.9","1","5.5","8.9",
"3241","양양군","2015. 2/2","15.6","8.8","6.8","1.1","5.4","9.1",
"3241","양양군","2016. 1/2","16.5","9.3","7.2","1.2","5.6","9.6",
"3241","양양군","2016. 2/2","17.1","9.4","7.8","1.3","5.9","10",
"3241","양양군","2017. 1/2","17.6","9.8","7.8","1.3","5.8","10.4",
"3241","양양군","2017. 2/2","16.5","9.4","7.1","1.5","5.4","9.6",
"3241","양양군","2018. 1/2","16","9.4","6.7","1.1","5.3","9.7",
"3241","양양군","2018. 2/2","16.8","9.9","6.9","1.1","5.6","10.1",
"3241","양양군","2019. 1/2","17.1","10","7.1","1.5","5.3","10.4",
"3241","양양군","2019. 2/2","17.6","10.1","7.6","1.2","5.5","10.9",
"3241","양양군","2020. 1/2","17.7","10.3","7.4","1","5.4","11.3",
"3241","양양군","2020. 2/2","18.3","10.6","7.7","1.2","5.7","11.3",
"3241","양양군","2021. 1/2","18.4","10.5","7.9","1.2","5.4","11.8",
"3301","청주시","2013. 1/2","268.2","145.4","122.8","41.1","144.4","82.7",
"3301","청주시","2013. 2/2","273","151.1","121.9","39.3","146.7","87",
"3301","청주시","2014. 1/2","279.9","154.8","125.1","43.9","145.7","90.4",
"3301","청주시","2014. 2/2","397.2","232.4","164.8","56.9","197.5","142.9",
"3301","청주시","2015. 1/2","396.7","232.2","164.5","54.4","196.7","145.5",
"3301","청주시","2015. 2/2","414","238.9","175.1","59.4","202.7","151.8",
"3301","청주시","2016. 1/2","405.6","234.1","171.6","60.5","196.7","148.4",
"3301","청주시","2016. 2/2","406.9","233.3","173.6","59.2","195.8","151.9",
"3301","청주시","2017. 1/2","417.6","239.3","178.3","64.6","192.1","161",
"3301","청주시","2017. 2/2","399.5","229.4","170.1","61.7","192.9","144.9",
"3301","청주시","2018. 1/2","408.4","234.2","174.2","63.4","196.2","148.8",
"3301","청주시","2018. 2/2","408.3","237.6","170.7","67","188.8","152.6",
"3301","청주시","2019. 1/2","418","239.5","178.6","66.4","191.5","160.1",
"3301","청주시","2019. 2/2","419.2","236.4","182.8","65.6","190.9","162.7",
"3301","청주시","2020. 1/2","410.9","236.7","174.2","63.4","192.3","155.1",
"3301","청주시","2020. 2/2","419.2","236.7","182.5","66","193.1","160.1",
"3301","청주시","2021. 1/2","425.1","245.2","179.9","70.9","193","161.2",
"3302","충주시","2013. 1/2","100.4","60.9","39.5","12","45.1","43.3",
"3302","충주시","2013. 2/2","101.7","59.9","41.8","14","44.4","43.2",
"3302","충주시","2014. 1/2","105.6","61.7","43.9","13.1","45.6","46.9",
"3302","충주시","2014. 2/2","107.7","62.9","44.8","13.5","46.5","47.7",
"3302","충주시","2015. 1/2","105.1","62.1","43","11.9","45.7","47.5",
"3302","충주시","2015. 2/2","108.8","62.6","46.2","13","44.5","51.3",
"3302","충주시","2016. 1/2","107.8","62.9","44.9","12.4","44.5","50.9",
"3302","충주시","2016. 2/2","111.4","63.8","47.6","14.7","45","51.7",
"3302","충주시","2017. 1/2","109.8","62.5","47.3","14.5","43.4","51.9",
"3302","충주시","2017. 2/2","108.6","61.7","46.9","12","42.8","53.8",
"3302","충주시","2018. 1/2","111.5","63.6","47.8","12.3","42.5","56.6",
"3302","충주시","2018. 2/2","110.8","64.5","46.4","11.9","41.5","57.4",
"3302","충주시","2019. 1/2","112","65.2","46.8","11","42.6","58.4",
"3302","충주시","2019. 2/2","114.5","65.4","49.2","14.2","42","58.3",
"3302","충주시","2020. 1/2","113.6","64.5","49.1","11.3","43.4","58.8",
"3302","충주시","2020. 2/2","114.5","63.6","50.9","10.6","42.9","61",
"3302","충주시","2021. 1/2","117","66.2","50.8","11.2","44.3","61.4",
"3303","제천시","2013. 1/2","61.8","35.4","26.3","7.5","25.7","28.6",
"3303","제천시","2013. 2/2","65.9","38.4","27.5","8.6","27.4","29.9",
"3303","제천시","2014. 1/2","65.3","37.3","28","8.6","26.5","30.1",
"3303","제천시","2014. 2/2","68.6","39.7","28.9","8.7","28.3","31.7",
"3303","제천시","2015. 1/2","68.3","38.7","29.6","8.8","28.4","31.1",
"3303","제천시","2015. 2/2","65.4","37","28.4","8.1","26.5","30.8",
"3303","제천시","2016. 1/2","66.3","37.3","29","8.3","26.3","31.8",
"3303","제천시","2016. 2/2","67.4","37.5","29.9","8.2","26.6","32.6",
"3303","제천시","2017. 1/2","71","41.3","29.6","9.2","27.3","34.5",
"3303","제천시","2017. 2/2","69","40.1","28.8","9.1","26.3","33.5",
"3303","제천시","2018. 1/2","67.9","38","29.8","7.8","24.7","35.4",
"3303","제천시","2018. 2/2","68.1","37.5","30.5","8.1","24.8","35.1",
"3303","제천시","2019. 1/2","67.7","37.6","30.1","8.9","23.7","35.1",
"3303","제천시","2019. 2/2","68.2","37.8","30.5","8.8","23.2","36.2",
"3303","제천시","2020. 1/2","67.2","37.6","29.6","8.3","23.4","35.5",
"3303","제천시","2020. 2/2","66.9","38.2","28.7","7.2","22.6","37.2",
"3303","제천시","2021. 1/2","67.2","37.5","29.7","7.2","22","38",
"3331","청원군","2013. 1/2","104.7","71.2","33.5","14.4","52.7","37.6",
"3331","청원군","2013. 2/2","103.2","68.9","34.3","11.9","51.6","39.7",
"3331","청원군","2014. 1/2","107.5","69.6","37.9","12.5","57.2","37.8",
"3331","청원군","2014. 2/2","","","","","","",
"3331","청원군","2015. 2/2","","","","","","",
"3331","청원군","2019. 1/2","","","","","","",
"3331","청원군","2019. 2/2","","","","","","",
"3331","청원군","2020. 1/2","","","","","","",
"3331","청원군","2020. 2/2","","","","","","",
"3332","보은군","2013. 1/2","21","12.4","8.6","1.4","8","11.6",
"3332","보은군","2013. 2/2","22.1","12.9","9.2","1.8","7.6","12.8",
"3332","보은군","2014. 1/2","22.3","13.1","9.2","1.5","8.2","12.5",
"3332","보은군","2014. 2/2","22","12.9","9.1","1.8","7.3","12.9",
"3332","보은군","2015. 1/2","23","13.9","9.2","1.8","8.2","13",
"3332","보은군","2015. 2/2","22.6","13.7","8.9","1.6","8.1","12.8",
"3332","보은군","2016. 1/2","22.4","13.4","8.9","1.8","7.9","12.7",
"3332","보은군","2016. 2/2","23.2","14","9.2","1.7","8.3","13.2",
"3332","보은군","2017. 1/2","22.2","13.3","8.8","1.8","6.9","13.4",
"3332","보은군","2017. 2/2","23.5","13.9","9.6","1.4","7.6","14.5",
"3332","보은군","2018. 1/2","22.5","13.1","9.4","2.5","6.3","13.6",
"3332","보은군","2018. 2/2","23.2","12.9","10.3","2.3","6.4","14.5",
"3332","보은군","2019. 1/2","24","14.2","9.8","2.5","6.2","15.4",
"3332","보은군","2019. 2/2","24.4","14.5","9.8","2.4","6.8","15.1",
"3332","보은군","2020. 1/2","24.2","13.7","10.5","3","6","15.2",
"3332","보은군","2020. 2/2","24.3","13.4","10.9","2.7","6.2","15.4",
"3332","보은군","2021. 1/2","24.8","13.9","10.9","2.6","5.8","16.3",
"3333","옥천군","2013. 1/2","33.5","19.7","13.8","3.2","13.6","16.7",
"3333","옥천군","2013. 2/2","33.8","20","13.8","2.8","13.1","17.9",
"3333","옥천군","2014. 1/2","34.1","21.3","12.8","3","13.5","17.6",
"3333","옥천군","2014. 2/2","34.1","20.1","14","2.7","13.4","18",
"3333","옥천군","2015. 1/2","32.8","19.6","13.2","2.6","13.1","17.1",
"3333","옥천군","2015. 2/2","33.2","19.8","13.5","3.1","12.3","17.8",
"3333","옥천군","2016. 1/2","32.5","18.1","14.4","2.6","11.4","18.5",
"3333","옥천군","2016. 2/2","32.8","18.2","14.5","2.9","11.6","18.3",
"3333","옥천군","2017. 1/2","35.3","20.2","15","4.1","12","19.1",
"3333","옥천군","2017. 2/2","31.8","18.5","13.3","1.5","12","18.3",
"3333","옥천군","2018. 1/2","33.3","19.4","13.9","2.4","12.3","18.6",
"3333","옥천군","2018. 2/2","33.2","19.4","13.8","2.7","11.3","19.3",
"3333","옥천군","2019. 1/2","35.2","20.5","14.7","2.4","11.9","20.9",
"3333","옥천군","2019. 2/2","36.1","21.3","14.8","2.7","12","21.4",
"3333","옥천군","2020. 1/2","36.2","21.6","14.7","2.7","11.4","22.2",
"3333","옥천군","2020. 2/2","34.7","20","14.7","2.1","10.3","22.3",
"3333","옥천군","2021. 1/2","34.7","20","14.7","2.7","10.5","21.5",
"3334","영동군","2013. 1/2","31.7","18.2","13.5","1.9","11.9","17.8",
"3334","영동군","2013. 2/2","32.2","17.8","14.3","2.4","11.1","18.7",
"3334","영동군","2014. 1/2","32.3","18.5","13.8","2","10.9","19.3",
"3334","영동군","2014. 2/2","31","17.4","13.6","2","10.3","18.7",
"3334","영동군","2015. 1/2","31.2","17.7","13.5","1.6","10.2","19.4",
"3334","영동군","2015. 2/2","31.3","17.9","13.5","2.1","10.4","18.8",
"3334","영동군","2016. 1/2","29.2","16.5","12.7","1.9","9.4","17.8",
"3334","영동군","2016. 2/2","29.6","16.6","13","2.1","9","18.4",
