"[A]행정구역별(시군)","행정구역별(시군)","시점","취업자 (천명)","- 성별(남자)","- 성별(여자)","- 연령별(15~29세)","- 연령별(30~49세)","- 연령별(50세 이상)",
"3646","완도군","2015. 2/2","30.8","17.4","13.5","2.4","10.2","18.3",
"3646","완도군","2016. 1/2","31.1","18","13.1","2.7","10.3","18.1",
"3646","완도군","2016. 2/2","30.6","17.7","12.9","2.6","10.4","17.7",
"3646","완도군","2017. 1/2","31.4","18.7","12.7","3.4","9.8","18.2",
"3646","완도군","2017. 2/2","30.1","17.3","12.8","2.6","10.3","17.3",
"3646","완도군","2018. 1/2","29.8","16.9","12.9","2.3","9.6","17.9",
"3646","완도군","2018. 2/2","31.1","18.1","13","2.6","10","18.5",
"3646","완도군","2019. 1/2","29.5","17.4","12.1","2.1","9.6","17.8",
"3646","완도군","2019. 2/2","29.4","17","12.4","2.6","9.2","17.6",
"3646","완도군","2020. 1/2","29.1","17.3","11.8","2.3","9.4","17.4",
"3646","완도군","2020. 2/2","29.7","17.6","12.1","2.2","9.3","18.3",
"3646","완도군","2021. 1/2","28.5","17.2","11.3","2.3","8.4","17.8",
"3647","진도군","2013. 1/2","20.1","11.4","8.7","1.4","6.2","12.5",
"3647","진도군","2013. 2/2","19.9","11","9","1.3","6.5","12.2",
"3647","진도군","2014. 1/2","20.2","11.2","9","1.7","6.3","12.1",
"3647","진도군","2014. 2/2","20.2","11.5","8.7","2","6.2","11.9",
"3647","진도군","2015. 1/2","19.6","11","8.6","1.6","6.2","11.8",
"3647","진도군","2015. 2/2","19.7","11","8.6","1.3","6.1","12.2",
"3647","진도군","2016. 1/2","19.7","11.2","8.4","1.3","6.2","12.2",
"3647","진도군","2016. 2/2","20.4","11.8","8.6","1.8","6","12.5",
"3647","진도군","2017. 1/2","20","11.5","8.6","1.7","5.8","12.5",
